country,year,bottom_50,top_1,gap
uk,1990,0.193,0.0815,-0.1115
uk,1991,0.1912,0.0821,-0.1091
uk,1992,0.1951,0.0774,-0.1177
uk,1993,0.1918,0.0872,-0.1046
uk,1994,0.1927,0.0992,-0.09350000000000001
uk,1995,0.1882,0.1003,-0.0879
uk,1996,0.1866,0.1148,-0.07179999999999999
uk,1997,0.1894,0.1192,-0.07020000000000001
uk,1998,0.1866,0.1281,-0.058499999999999996
uk,1999,0.183,0.1201,-0.0629
uk,2000,0.1886,0.1163,-0.07229999999999999
uk,2001,0.1859,0.1157,-0.07020000000000001
uk,2002,0.1884,0.1185,-0.06990000000000002
uk,2003,0.1822,0.1296,-0.05260000000000001
uk,2004,0.1851,0.1284,-0.0567
uk,2005,0.1821,0.141,-0.041100000000000025
uk,2006,0.181,0.145,-0.036000000000000004
uk,2007,0.1845,0.1454,-0.039099999999999996
uk,2008,0.1871,0.1393,-0.04779999999999998
uk,2009,0.1771,0.1415,-0.03560000000000002
uk,2010,0.1988,0.1214,-0.07740000000000001
uk,2011,0.1957,0.1301,-0.06560000000000002
uk,2012,0.1888,0.1265,-0.062299999999999994
uk,2013,0.1837,0.137,-0.04669999999999999
uk,2014,0.1941,0.1324,-0.061700000000000005
uk,2015,0.1993,0.1224,-0.07690000000000001
uk,2016,0.201,0.124,-0.07700000000000001
uk,2017,0.2044,0.1331,-0.0713
uk,2018,0.2029,0.1296,-0.0733
uk,2019,0.2036,0.1261,-0.07750000000000001
uk,2020,0.2005,0.131,-0.0695
uk,2021,0.2005,0.131,-0.0695
uk,2022,0.2005,0.131,-0.0695
uk,2023,0.2005,0.131,-0.0695
usa,1820,0.14,0.16,0.01999999999999999
usa,1850,0.11,0.17,0.06000000000000001
usa,1880,0.1504,0.117,-0.0334
usa,1900,0.1453,0.155,0.009699999999999986
usa,1910,0.151,0.2043,0.053300000000000014
usa,1913,0.151,0.2043,0.053300000000000014
usa,1914,0.1491,0.2091,0.06
usa,1915,0.1513,0.2029,0.05160000000000001
usa,1916,0.1473,0.2136,0.06630000000000003
usa,1917,0.1461,0.2131,0.067
usa,1918,0.1476,0.1968,0.049199999999999994
usa,1919,0.1437,0.2164,0.07270000000000001
usa,1920,0.1482,0.1913,0.0431
usa,1921,0.1383,0.1915,0.0532
usa,1922,0.142,0.1858,0.043800000000000006
usa,1923,0.1488,0.177,0.028200000000000003
usa,1924,0.1414,0.1847,0.043300000000000005
usa,1925,0.1373,0.2068,0.0695
usa,1926,0.1356,0.2194,0.08380000000000001
usa,1927,0.1378,0.2126,0.0748
usa,1928,0.135,0.2229,0.08789999999999998
usa,1929,0.1382,0.2218,0.08360000000000001
usa,1930,0.1389,0.194,0.05510000000000001
usa,1931,0.1382,0.1676,0.02940000000000001
usa,1932,0.1322,0.1651,0.032899999999999985
usa,1933,0.1329,0.1751,0.042200000000000015
usa,1934,0.1317,0.1906,0.05889999999999998
usa,1935,0.1382,0.1933,0.05510000000000001
usa,1936,0.1388,0.2094,0.0706
usa,1937,0.1409,0.2067,0.0658
usa,1938,0.142,0.1864,0.04440000000000002
usa,1939,0.138,0.1957,0.0577
usa,1940,0.139,0.2087,0.06969999999999998
usa,1941,0.1451,0.2158,0.07069999999999999
usa,1942,0.1768,0.2059,0.029099999999999987
usa,1943,0.1879,0.1859,-0.0020000000000000018
usa,1944,0.1967,0.1535,-0.043200000000000016
usa,1945,0.1582,0.1425,-0.01570000000000002
usa,1946,0.1712,0.1428,-0.02839999999999998
usa,1947,0.1729,0.1497,-0.0232
usa,1948,0.1739,0.1631,-0.010800000000000004
usa,1949,0.171,0.1572,-0.013800000000000007
usa,1950,0.1754,0.1669,-0.008500000000000008
usa,1951,0.1838,0.16,-0.023799999999999988
usa,1952,0.1896,0.1497,-0.03989999999999999
usa,1953,0.1931,0.1401,-0.05299999999999999
usa,1954,0.1861,0.1395,-0.046599999999999975
usa,1955,0.1877,0.1461,-0.0416
usa,1956,0.1928,0.1384,-0.054400000000000004
usa,1957,0.1921,0.1353,-0.05679999999999999
usa,1958,0.1842,0.1268,-0.05740000000000001
usa,1959,0.1818,0.1321,-0.049699999999999994
usa,1960,0.1822,0.1267,-0.055499999999999994
usa,1961,0.1772,0.1253,-0.0519
usa,1962,0.1932,0.1284,-0.06480000000000002
usa,1963,0.1894,0.1298,-0.059600000000000014
usa,1964,0.1858,0.1311,-0.0547
usa,1965,0.1903,0.1303,-0.06
usa,1966,0.1948,0.1297,-0.06509999999999999
usa,1967,0.2073,0.1237,-0.08360000000000001
usa,1968,0.2061,0.1261,-0.08000000000000002
usa,1969,0.2124,0.116,-0.0964
usa,1970,0.2112,0.107,-0.1042
usa,1971,0.2044,0.1105,-0.0939
usa,1972,0.2024,0.1108,-0.0916
usa,1973,0.2043,0.1088,-0.09550000000000002
usa,1974,0.21,0.1037,-0.10629999999999999
usa,1975,0.2041,0.1043,-0.0998
usa,1976,0.2053,0.1036,-0.10170000000000001
usa,1977,0.2027,0.1058,-0.09689999999999999
usa,1978,0.2024,0.1035,-0.0989
usa,1979,0.2034,0.1086,-0.0948
usa,1980,0.2008,0.1042,-0.0966
usa,1981,0.1969,0.1067,-0.09019999999999999
usa,1982,0.1916,0.1099,-0.0817
usa,1983,0.1832,0.115,-0.0682
usa,1984,0.1796,0.1215,-0.05810000000000001
usa,1985,0.1782,0.1227,-0.055499999999999994
usa,1986,0.1761,0.1198,-0.0563
usa,1987,0.1736,0.1324,-0.041200000000000014
usa,1988,0.1687,0.1521,-0.016599999999999976
usa,1989,0.1698,0.1469,-0.022900000000000004
usa,1990,0.1685,0.1471,-0.021400000000000002
usa,1991,0.1671,0.1365,-0.03059999999999999
usa,1992,0.16,0.1468,-0.01319999999999999
usa,1993,0.1611,0.1415,-0.019600000000000006
usa,1994,0.1617,0.1402,-0.02150000000000002
usa,1995,0.1574,0.1452,-0.012200000000000016
usa,1996,0.1547,0.1525,-0.0022000000000000075
usa,1997,0.1524,0.16,0.007599999999999996
usa,1998,0.1528,0.1632,0.01040000000000002
usa,1999,0.1514,0.1676,0.016199999999999992
usa,2000,0.1506,0.1734,0.022799999999999987
usa,2001,0.1531,0.1659,0.012799999999999978
usa,2002,0.154,0.161,0.007000000000000006
usa,2003,0.1509,0.1632,0.012300000000000005
usa,2004,0.1478,0.1706,0.022800000000000015
usa,2005,0.1432,0.1806,0.03740000000000002
usa,2006,0.1408,0.1852,0.044399999999999995
usa,2007,0.1431,0.1838,0.040699999999999986
usa,2008,0.1429,0.1793,0.03639999999999999
usa,2009,0.1425,0.167,0.024500000000000022
usa,2010,0.1387,0.1789,0.040200000000000014
usa,2011,0.1356,0.1808,0.04519999999999999
usa,2012,0.1315,0.1949,0.06339999999999998
usa,2013,0.1345,0.1846,0.05009999999999998
usa,2014,0.1314,0.1897,0.05830000000000002
usa,2015,0.1321,0.1889,0.05680000000000002
usa,2016,0.1295,0.1866,0.057099999999999984
usa,2017,0.1348,0.1905,0.0557
usa,2018,0.1334,0.1924,0.059
usa,2019,0.1358,0.1904,0.05460000000000001
usa,2020,0.137,0.1817,0.04469999999999999
usa,2021,0.1346,0.1988,0.06420000000000001
usa,2022,0.1334,0.2073,0.07390000000000002
usa,2023,0.1344,0.2073,0.07290000000000002
