year,state,state_name,income_mean_bottom,income_mean_upper,income_mean_top,share_bottom,share_upper,share_top,n_bottom_50,n_upper_49,n_top_1,total,total_agi
2004,AL,Alabama,19294.07840679029,56319.307818818575,509564.83021483023,0.2278515176229533,0.6517953694231052,0.1203531129539413,955201.5,936097.47,19104.03,1910403.0,80884836.0
2005,AL,Alabama,19471.164298368472,61342.67335473634,551971.4418119679,0.2148508767922676,0.6633366353458428,0.1218124878618896,977957.0,958397.86,19559.14,1955914.0,88628735.0
2006,AL,Alabama,19354.12100068949,65829.93342389617,569179.4839584957,0.2031906412391081,0.677297917945211,0.1195114408156808,1014410.0,994121.8,20288.2,2028820.0,96623613.0
2007,AL,Alabama,16688.654022844432,60874.66085854101,549623.1434372932,0.1910806253189725,0.6830586146772352,0.1258607600037923,1176886.5,1153348.77,23537.73,2353773.0,102787248.0
2008,AL,Alabama,19187.05208097677,67702.8665786053,503273.6903347799,0.2006985786750943,0.6940155088163303,0.1052859125085753,1038097.5,1017335.55,20761.95,2076195.0,99243507.0
2009,AL,Alabama,20073.13004861857,65269.74684127841,464278.1618544124,0.2150929602405982,0.685407894417889,0.0994991453415126,1024415.5,1003927.19,20488.31,2048831.0,95601574.0
2010,AL,Alabama,11949.499762480573,69628.51334965724,696735.3230739764,0.1269600595676017,0.7249876204548438,0.1480523199775545,1051125.5,1030102.99,21022.51,2102251.0,98932089.0
2011,AL,Alabama,12418.1500154387,71315.51193780532,681010.8036636496,0.1294534022056493,0.7285622195037678,0.141984378290583,1045764.0,1024848.72,20915.28,2091528.0,100317597.0
2012,AL,Alabama,13212.131187480436,74382.95962327848,778765.8911096735,0.1299348341796488,0.7168895494262505,0.1531756163941007,1025445.0,1004936.1,20508.9,2050890.0,104270067.0
2013,AL,Alabama,16982.623341283233,79564.63364453019,741899.0835297199,0.1546767012559416,0.7101768908979488,0.13514640784610965,954729.0,935635.0,19095.0,1909459.0,104823822.0
2014,AL,Alabama,17413.544559677302,82189.20102969246,807505.7410611303,0.15260468933546512,0.7058658834491124,0.1415294272154225,953721.0,934648.0,19074.0,1907443.0,108828000.0
2015,AL,Alabama,17840.38276149734,84420.30683587784,871595.6455749202,0.15118479351811281,0.7010954662257894,0.14771974025609774,955373.0,936266.0,19107.0,1910746.0,112737661.0
2016,AL,Alabama,18256.83500592743,85928.21243282847,904666.361076016,0.15143431612086283,0.6984910860710856,0.1500745978080517,949822.0,930826.0,18996.0,1899644.0,114510000.0
2017,AL,Alabama,18794.751898818886,88700.15475157827,969947.671371811,0.15021351629158552,0.6947414066336295,0.15504507707478501,956384.0,937257.0,19128.0,1912769.0,119663000.0
2018,AL,Alabama,19702.355733539665,92838.20549834998,999351.8402342116,0.15077819527300526,0.6962634027329185,0.15295840199407626,956390.0,937263.0,19128.0,1912781.0,124972553.0
2019,AL,Alabama,19893.162090237805,93863.68732401643,1002364.9620253164,0.15078970345342174,0.697255930166678,0.15195436637990029,987524.0,967775.0,19750.0,1975049.0,130280613.0
2020,AL,Alabama,19188.170656186387,94096.04430660518,1107769.3459569123,0.14366916879254885,0.6904428965568654,0.16588793465058568,1035087.0,1014386.0,20702.0,2070175.0,138244177.0
2021,AL,Alabama,20740.12990725448,103700.9963143358,1596660.794044665,0.1344136420175241,0.6586295553309763,0.20695680265149952,1007488.0,987339.0,20150.0,2014977.0,155456185.0
2022,AL,Alabama,22858.574629002644,109044.991476704,1402612.6331434234,0.14488065612275594,0.6773185345645246,0.1778008093127195,1009239.0,989054.0,20185.0,2018478.0,159232886.0
1997,AR,Arkansas,10079.470706688726,44052.92537609817,407425.39751475217,0.164161173703487,0.703126636541851,0.1327121897546619,540542.5,529731.65,10810.85,1081085.0,33189226.0
1998,AR,Arkansas,10638.547442219684,46008.04692939908,479223.2472260501,0.1628908452724069,0.6903577673999414,0.1467513873276517,547999.0,537039.02,10959.98,1095998.0,35790307.0
1999,AR,Arkansas,11136.711153080005,47910.35873020595,498568.8796142583,0.1636302061795949,0.6898616776546223,0.1465081161657828,554346.5,543259.57,11086.93,1108693.0,37728956.0
2000,AR,Arkansas,11572.148030868148,49978.3004820529,522517.9239961019,0.1629851516765174,0.6898292733221322,0.1471855750013504,559234.0,548049.32,11184.68,1118468.0,39706308.0
2001,AR,Arkansas,11922.378076238092,49892.37906062767,486959.90274736594,0.1689772647612273,0.6929879373344155,0.1380347979043571,560632.5,549419.85,11212.65,1121265.0,39556047.0
2002,AR,Arkansas,10133.548531293984,52270.90399108843,478786.4288821227,0.142857297322722,0.7221492499619264,0.1349934527153515,559889.5,548691.71,11197.79,1119779.0,39715629.0
2003,AR,Arkansas,13032.451889053931,52288.60815775711,474458.5322437091,0.1766765749932717,0.6946819242871909,0.1286415007195373,560759.0,549543.82,11215.18,1121518.0,41364084.0
2004,AR,Arkansas,19047.119708192087,50085.7225312061,499485.2590726493,0.2438161369253604,0.6283088161552064,0.1278750469194332,568015.5,556655.19,11360.31,1136031.0,44373844.0
2005,AR,Arkansas,19248.62099094742,54452.01064491407,517756.4117375231,0.2320041225006757,0.6431852512931607,0.1248106262061635,576827.0,565290.46,11536.54,1153654.0,47857444.0
2006,AR,Arkansas,19142.77469924817,57514.34150451002,500642.9644207365,0.2238405564698412,0.6590769395470243,0.1170825039831345,592282.5,580436.85,11845.65,1184565.0,50651815.0
