cohort,kfr_aian_female_p1,kfr_asian_female_p1,kfr_black_female_p1,kfr_hisp_female_p1,kfr_pooled_female_p1,kfr_white_female_p1,kfr_aian_male_p1,kfr_asian_male_p1,kfr_black_male_p1,kfr_hisp_male_p1,kfr_pooled_male_p1,kfr_white_male_p1,kfr_aian_pooled_p1,kfr_asian_pooled_p1,kfr_black_pooled_p1,kfr_hisp_pooled_p1,kfr_pooled_pooled_p1,kfr_white_pooled_p1,kfr_aian_female_p25,kfr_asian_female_p25,kfr_black_female_p25,kfr_hisp_female_p25,kfr_pooled_female_p25,kfr_white_female_p25,kfr_aian_male_p25,kfr_asian_male_p25,kfr_black_male_p25,kfr_hisp_male_p25,kfr_pooled_male_p25,kfr_white_male_p25,kfr_aian_pooled_p25,kfr_asian_pooled_p25,kfr_black_pooled_p25,kfr_hisp_pooled_p25,kfr_pooled_pooled_p25,kfr_white_pooled_p25,kfr_aian_female_p50,kfr_asian_female_p50,kfr_black_female_p50,kfr_hisp_female_p50,kfr_pooled_female_p50,kfr_white_female_p50,kfr_aian_male_p50,kfr_asian_male_p50,kfr_black_male_p50,kfr_hisp_male_p50,kfr_pooled_male_p50,kfr_white_male_p50,kfr_aian_pooled_p50,kfr_asian_pooled_p50,kfr_black_pooled_p50,kfr_hisp_pooled_p50,kfr_pooled_pooled_p50,kfr_white_pooled_p50,kfr_aian_female_p75,kfr_asian_female_p75,kfr_black_female_p75,kfr_hisp_female_p75,kfr_pooled_female_p75,kfr_white_female_p75,kfr_aian_male_p75,kfr_asian_male_p75,kfr_black_male_p75,kfr_hisp_male_p75,kfr_pooled_male_p75,kfr_white_male_p75,kfr_aian_pooled_p75,kfr_asian_pooled_p75,kfr_black_pooled_p75,kfr_hisp_pooled_p75,kfr_pooled_pooled_p75,kfr_white_pooled_p75,kfr_aian_female_p100,kfr_asian_female_p100,kfr_black_female_p100,kfr_hisp_female_p100,kfr_pooled_female_p100,kfr_white_female_p100,kfr_aian_male_p100,kfr_asian_male_p100,kfr_black_male_p100,kfr_hisp_male_p100,kfr_pooled_male_p100,kfr_white_male_p100,kfr_aian_pooled_p100,kfr_asian_pooled_p100,kfr_black_pooled_p100,kfr_hisp_pooled_p100,kfr_pooled_pooled_p100,kfr_white_pooled_p100,kir_aian_female_p1,kir_asian_female_p1,kir_black_female_p1,kir_hisp_female_p1,kir_pooled_female_p1,kir_white_female_p1,kir_aian_male_p1,kir_asian_male_p1,kir_black_male_p1,kir_hisp_male_p1,kir_pooled_male_p1,kir_white_male_p1,kir_aian_pooled_p1,kir_asian_pooled_p1,kir_black_pooled_p1,kir_hisp_pooled_p1,kir_pooled_pooled_p1,kir_white_pooled_p1,kir_aian_female_p25,kir_asian_female_p25,kir_black_female_p25,kir_hisp_female_p25,kir_pooled_female_p25,kir_white_female_p25,kir_aian_male_p25,kir_asian_male_p25,kir_black_male_p25,kir_hisp_male_p25,kir_pooled_male_p25,kir_white_male_p25,kir_aian_pooled_p25,kir_asian_pooled_p25,kir_black_pooled_p25,kir_hisp_pooled_p25,kir_pooled_pooled_p25,kir_white_pooled_p25,kir_aian_female_p50,kir_asian_female_p50,kir_black_female_p50,kir_hisp_female_p50,kir_pooled_female_p50,kir_white_female_p50,kir_aian_male_p50,kir_asian_male_p50,kir_black_male_p50,kir_hisp_male_p50,kir_pooled_male_p50,kir_white_male_p50,kir_aian_pooled_p50,kir_asian_pooled_p50,kir_black_pooled_p50,kir_hisp_pooled_p50,kir_pooled_pooled_p50,kir_white_pooled_p50,kir_aian_female_p75,kir_asian_female_p75,kir_black_female_p75,kir_hisp_female_p75,kir_pooled_female_p75,kir_white_female_p75,kir_aian_male_p75,kir_asian_male_p75,kir_black_male_p75,kir_hisp_male_p75,kir_pooled_male_p75,kir_white_male_p75,kir_aian_pooled_p75,kir_asian_pooled_p75,kir_black_pooled_p75,kir_hisp_pooled_p75,kir_pooled_pooled_p75,kir_white_pooled_p75,kir_aian_female_p100,kir_asian_female_p100,kir_black_female_p100,kir_hisp_female_p100,kir_pooled_female_p100,kir_white_female_p100,kir_aian_male_p100,kir_asian_male_p100,kir_black_male_p100,kir_hisp_male_p100,kir_pooled_male_p100,kir_white_male_p100,kir_aian_pooled_p100,kir_asian_pooled_p100,kir_black_pooled_p100,kir_hisp_pooled_p100,kir_pooled_pooled_p100,kir_white_pooled_p100,emp_aian_female_p1,emp_asian_female_p1,emp_black_female_p1,emp_hisp_female_p1,emp_pooled_female_p1,emp_white_female_p1,emp_aian_male_p1,emp_asian_male_p1,emp_black_male_p1,emp_hisp_male_p1,emp_pooled_male_p1,emp_white_male_p1,emp_aian_pooled_p1,emp_asian_pooled_p1,emp_black_pooled_p1,emp_hisp_pooled_p1,emp_pooled_pooled_p1,emp_white_pooled_p1,emp_aian_female_p25,emp_asian_female_p25,emp_black_female_p25,emp_hisp_female_p25,emp_pooled_female_p25,emp_white_female_p25,emp_aian_male_p25,emp_asian_male_p25,emp_black_male_p25,emp_hisp_male_p25,emp_pooled_male_p25,emp_white_male_p25,emp_aian_pooled_p25,emp_asian_pooled_p25,emp_black_pooled_p25,emp_hisp_pooled_p25,emp_pooled_pooled_p25,emp_white_pooled_p25,emp_aian_female_p50,emp_asian_female_p50,emp_black_female_p50,emp_hisp_female_p50,emp_pooled_female_p50,emp_white_female_p50,emp_aian_male_p50,emp_asian_male_p50,emp_black_male_p50,emp_hisp_male_p50,emp_pooled_male_p50,emp_white_male_p50,emp_aian_pooled_p50,emp_asian_pooled_p50,emp_black_pooled_p50,emp_hisp_pooled_p50,emp_pooled_pooled_p50,emp_white_pooled_p50,emp_aian_female_p75,emp_asian_female_p75,emp_black_female_p75,emp_hisp_female_p75,emp_pooled_female_p75,emp_white_female_p75,emp_aian_male_p75,emp_asian_male_p75,emp_black_male_p75,emp_hisp_male_p75,emp_pooled_male_p75,emp_white_male_p75,emp_aian_pooled_p75,emp_asian_pooled_p75,emp_black_pooled_p75,emp_hisp_pooled_p75,emp_pooled_pooled_p75,emp_white_pooled_p75,emp_aian_female_p100,emp_asian_female_p100,emp_black_female_p100,emp_hisp_female_p100,emp_pooled_female_p100,emp_white_female_p100,emp_aian_male_p100,emp_asian_male_p100,emp_black_male_p100,emp_hisp_male_p100,emp_pooled_male_p100,emp_white_male_p100,emp_aian_pooled_p100,emp_asian_pooled_p100,emp_black_pooled_p100,emp_hisp_pooled_p100,emp_pooled_pooled_p100,emp_white_pooled_p100,fpw_aian_female_p1,fpw_asian_female_p1,fpw_black_female_p1,fpw_hisp_female_p1,fpw_pooled_female_p1,fpw_white_female_p1,fpw_aian_male_p1,fpw_asian_male_p1,fpw_black_male_p1,fpw_hisp_male_p1,fpw_pooled_male_p1,fpw_white_male_p1,fpw_aian_pooled_p1,fpw_asian_pooled_p1,fpw_black_pooled_p1,fpw_hisp_pooled_p1,fpw_pooled_pooled_p1,fpw_white_pooled_p1,fpw_aian_female_p25,fpw_asian_female_p25,fpw_black_female_p25,fpw_hisp_female_p25,fpw_pooled_female_p25,fpw_white_female_p25,fpw_aian_male_p25,fpw_asian_male_p25,fpw_black_male_p25,fpw_hisp_male_p25,fpw_pooled_male_p25,fpw_white_male_p25,fpw_aian_pooled_p25,fpw_asian_pooled_p25,fpw_black_pooled_p25,fpw_hisp_pooled_p25,fpw_pooled_pooled_p25,fpw_white_pooled_p25,fpw_aian_female_p50,fpw_asian_female_p50,fpw_black_female_p50,fpw_hisp_female_p50,fpw_pooled_female_p50,fpw_white_female_p50,fpw_aian_male_p50,fpw_asian_male_p50,fpw_black_male_p50,fpw_hisp_male_p50,fpw_pooled_male_p50,fpw_white_male_p50,fpw_aian_pooled_p50,fpw_asian_pooled_p50,fpw_black_pooled_p50,fpw_hisp_pooled_p50,fpw_pooled_pooled_p50,fpw_white_pooled_p50,fpw_aian_female_p75,fpw_asian_female_p75,fpw_black_female_p75,fpw_hisp_female_p75,fpw_pooled_female_p75,fpw_white_female_p75,fpw_aian_male_p75,fpw_asian_male_p75,fpw_black_male_p75,fpw_hisp_male_p75,fpw_pooled_male_p75,fpw_white_male_p75,fpw_aian_pooled_p75,fpw_asian_pooled_p75,fpw_black_pooled_p75,fpw_hisp_pooled_p75,fpw_pooled_pooled_p75,fpw_white_pooled_p75,fpw_aian_female_p100,fpw_asian_female_p100,fpw_black_female_p100,fpw_hisp_female_p100,fpw_pooled_female_p100,fpw_white_female_p100,fpw_aian_male_p100,fpw_asian_male_p100,fpw_black_male_p100,fpw_hisp_male_p100,fpw_pooled_male_p100,fpw_white_male_p100,fpw_aian_pooled_p100,fpw_asian_pooled_p100,fpw_black_pooled_p100,fpw_hisp_pooled_p100,fpw_pooled_pooled_p100,fpw_white_pooled_p100,aian_pooled_blw_p50_count,asian_pooled_blw_p50_count,black_pooled_blw_p50_count,hisp_pooled_blw_p50_count,pooled_pooled_blw_p50_count,white_pooled_blw_p50_count,white_pooled_count,black_pooled_count,asian_pooled_count,hisp_pooled_count,aian_pooled_count,pooled_pooled_count,kfi_aian_female_p1,kii_aian_female_p1,kfi_asian_female_p1,kii_asian_female_p1,kfi_black_female_p1,kii_black_female_p1,kfi_hisp_female_p1,kii_hisp_female_p1,kfi_pooled_female_p1,kii_pooled_female_p1,kfi_white_female_p1,kii_white_female_p1,kfi_aian_male_p1,kii_aian_male_p1,kfi_asian_male_p1,kii_asian_male_p1,kfi_black_male_p1,kii_black_male_p1,kfi_hisp_male_p1,kii_hisp_male_p1,kfi_pooled_male_p1,kii_pooled_male_p1,kfi_white_male_p1,kii_white_male_p1,kfi_aian_pooled_p1,kii_aian_pooled_p1,kfi_asian_pooled_p1,kii_asian_pooled_p1,kfi_black_pooled_p1,kii_black_pooled_p1,kfi_hisp_pooled_p1,kii_hisp_pooled_p1,kfi_pooled_pooled_p1,kii_pooled_pooled_p1,kfi_white_pooled_p1,kii_white_pooled_p1,kfi_aian_female_p25,kii_aian_female_p25,kfi_asian_female_p25,kii_asian_female_p25,kfi_black_female_p25,kii_black_female_p25,kfi_hisp_female_p25,kii_hisp_female_p25,kfi_pooled_female_p25,kii_pooled_female_p25,kfi_white_female_p25,kii_white_female_p25,kfi_aian_male_p25,kii_aian_male_p25,kfi_asian_male_p25,kii_asian_male_p25,kfi_black_male_p25,kii_black_male_p25,kfi_hisp_male_p25,kii_hisp_male_p25,kfi_pooled_male_p25,kii_pooled_male_p25,kfi_white_male_p25,kii_white_male_p25,kfi_aian_pooled_p25,kii_aian_pooled_p25,kfi_asian_pooled_p25,kii_asian_pooled_p25,kfi_black_pooled_p25,kii_black_pooled_p25,kfi_hisp_pooled_p25,kii_hisp_pooled_p25,kfi_pooled_pooled_p25,kii_pooled_pooled_p25,kfi_white_pooled_p25,kii_white_pooled_p25,kfi_aian_female_p50,kii_aian_female_p50,kfi_asian_female_p50,kii_asian_female_p50,kfi_black_female_p50,kii_black_female_p50,kfi_hisp_female_p50,kii_hisp_female_p50,kfi_pooled_female_p50,kii_pooled_female_p50,kfi_white_female_p50,kii_white_female_p50,kfi_aian_male_p50,kii_aian_male_p50,kfi_asian_male_p50,kii_asian_male_p50,kfi_black_male_p50,kii_black_male_p50,kfi_hisp_male_p50,kii_hisp_male_p50,kfi_pooled_male_p50,kii_pooled_male_p50,kfi_white_male_p50,kii_white_male_p50,kfi_aian_pooled_p50,kii_aian_pooled_p50,kfi_asian_pooled_p50,kii_asian_pooled_p50,kfi_black_pooled_p50,kii_black_pooled_p50,kfi_hisp_pooled_p50,kii_hisp_pooled_p50,kfi_pooled_pooled_p50,kii_pooled_pooled_p50,kfi_white_pooled_p50,kii_white_pooled_p50,kfi_aian_female_p75,kii_aian_female_p75,kfi_asian_female_p75,kii_asian_female_p75,kfi_black_female_p75,kii_black_female_p75,kfi_hisp_female_p75,kii_hisp_female_p75,kfi_pooled_female_p75,kii_pooled_female_p75,kfi_white_female_p75,kii_white_female_p75,kfi_aian_male_p75,kii_aian_male_p75,kfi_asian_male_p75,kii_asian_male_p75,kfi_black_male_p75,kii_black_male_p75,kfi_hisp_male_p75,kii_hisp_male_p75,kfi_pooled_male_p75,kii_pooled_male_p75,kfi_white_male_p75,kii_white_male_p75,kfi_aian_pooled_p75,kii_aian_pooled_p75,kfi_asian_pooled_p75,kii_asian_pooled_p75,kfi_black_pooled_p75,kii_black_pooled_p75,kfi_hisp_pooled_p75,kii_hisp_pooled_p75,kfi_pooled_pooled_p75,kii_pooled_pooled_p75,kfi_white_pooled_p75,kii_white_pooled_p75,kfi_aian_female_p100,kii_aian_female_p100,kfi_asian_female_p100,kii_asian_female_p100,kfi_black_female_p100,kii_black_female_p100,kfi_hisp_female_p100,kii_hisp_female_p100,kfi_pooled_female_p100,kii_pooled_female_p100,kfi_white_female_p100,kii_white_female_p100,kfi_aian_male_p100,kii_aian_male_p100,kfi_asian_male_p100,kii_asian_male_p100,kfi_black_male_p100,kii_black_male_p100,kfi_hisp_male_p100,kii_hisp_male_p100,kfi_pooled_male_p100,kii_pooled_male_p100,kfi_white_male_p100,kii_white_male_p100,kfi_aian_pooled_p100,kii_aian_pooled_p100,kfi_asian_pooled_p100,kii_asian_pooled_p100,kfi_black_pooled_p100,kii_black_pooled_p100,kfi_hisp_pooled_p100,kii_hisp_pooled_p100,kfi_pooled_pooled_p100,kii_pooled_pooled_p100,kfi_white_pooled_p100,kii_white_pooled_p100
2008,0.3075,0.5165,0.2928,0.3844,0.3944913436386952,0.4139,0.2692,0.4425,0.2351,0.3654,0.3602910203618325,0.3854,0.2871,0.4782,0.2645,0.3748,0.3760887210588952,0.3993,0.3661,0.5527,0.3587,0.4519,0.4675067398079079,0.5003,0.3385,0.4802,0.3088,0.4337,0.4335127608681902,0.4681,0.352,0.5156,0.3348,0.4427,0.4496094644392972,0.4839,0.4387,0.5747,0.4154,0.5053,0.5211058281931478,0.56,0.4135,0.516,0.3621,0.4744,0.4857463811555526,0.5284,0.4256,0.5445,0.3892,0.4898,0.502589181881907,0.5438,0.4823,0.6054,0.464,0.547,0.6008559928309177,0.6143,0.4571,0.5434,0.4128,0.5157,0.5598509356866797,0.5756,0.4698,0.5743,0.4387,0.5314,0.5800571322956791,0.5945,0.5779,0.6107,0.5492,0.5947,0.645958466937461,0.662,0.5454,0.5756,0.4983,0.5597,0.6076423794032318,0.6253,0.5594,0.5934,0.5235,0.5773,0.6270605223250258,0.6433,0.2963,0.5051,0.3399,0.3732,0.3734725319107677,0.3565,0.3091,0.497,0.2813,0.4215,0.4065594802446808,0.4245,0.3035,0.501,0.3111,0.3977,0.3900961466824458,0.3913,0.3473,0.5456,0.4112,0.431,0.4330842648411163,0.4255,0.3824,0.5359,0.3643,0.4919,0.4790003670189202,0.5049,0.3656,0.5406,0.3887,0.4617,0.4558373837818834,0.4658,0.3977,0.5678,0.4628,0.4769,0.4765914477377411,0.4752,0.4523,0.5753,0.4212,0.529,0.5290889865897691,0.5631,0.4258,0.5717,0.4423,0.503,0.502636868699731,0.5203,0.4419,0.6041,0.5088,0.5168,0.5381530078554836,0.5362,0.5066,0.6038,0.4713,0.5672,0.5996864622934576,0.6118,0.4757,0.6038,0.4903,0.5418,0.5691968708727633,0.5749,0.547,0.6233,0.5751,0.5868,0.6146583398150192,0.6306,0.5841,0.6291,0.5544,0.6055,0.6462673107216956,0.6622,0.5673,0.6262,0.5649,0.5962,0.6306875167947699,0.6467,0.7201,0.7731,0.7999,0.7423,0.7665980097855712,0.7402,0.696,0.7599,0.6285,0.7462,0.7485220519888661,0.7714,0.7076,0.7663,0.7157,0.7443,0.7571857060494542,0.7561,0.7631,0.83,0.8647,0.806,0.8246817653519968,0.8058,0.7663,0.8123,0.7374,0.8215,0.8223029981649057,0.8416,0.7652,0.821,0.8036,0.8138,0.8234240792009608,0.824,0.8051,0.8582,0.8813,0.842,0.8531712111398916,0.8422,0.8267,0.8554,0.7916,0.8622,0.865144540950666,0.8854,0.8161,0.8568,0.8372,0.8522,0.858899595736817,0.8643,0.8225,0.8874,0.8997,0.8638,0.8766043966747649,0.873,0.8485,0.8708,0.833,0.8816,0.9033878523963472,0.9089,0.8369,0.8792,0.8667,0.8726,0.8901206455295123,0.8913,0.7568,0.8435,0.8682,0.8655,0.8786179841276484,0.88,0.8625,0.8214,0.8331,0.8519,0.8797356109196244,0.8825,0.8233,0.8326,0.8506,0.8588,0.8796615357395312,0.8813,0.4727,0.4569,0.5246,0.4951,0.4909803024961044,0.468,0.4619,0.4424,0.538,0.5017,0.488644985150868,0.4593,0.4663,0.4495,0.5313,0.4985,0.4899000064293851,0.4636,0.6725,0.5766,0.7433,0.6711,0.6817399356288963,0.6606,0.6734,0.5714,0.7462,0.6706,0.674625854584571,0.6503,0.6729,0.5738,0.7447,0.6709,0.6781992058559493,0.6554,0.7171,0.6764,0.7553,0.7157,0.7374744036328732,0.733,0.7162,0.6894,0.7555,0.7132,0.7366762742728789,0.7323,0.7165,0.6831,0.7554,0.7144,0.736925102249324,0.7326,0.7609,0.7305,0.7738,0.7687,0.7853373064728769,0.7817,0.7792,0.7448,0.7768,0.7698,0.7870812388765439,0.783,0.7708,0.7376,0.7753,0.7692,0.7860955369811276,0.7824,0.5893,0.6193,0.6865,0.6243,0.6429564703840588,0.628,0.6334,0.6197,0.678,0.6259,0.6474358567110571,0.6344,0.6104,0.6196,0.6824,0.6249,0.645117896416322,0.6312,15500,44500,289000,246000,1386000,791000,1997000,382500,89000,343500,22800,2834800,19203.18,12326.545,37482.676,29202.973,17902.826,16029.11,25877.465,18777.785,26759.637,18799.857,28444.873,17414.311,15695.763,13440.232,30930.777,28578.188,12450.255,11014.365,24228.852,22642.717,23788.799,21451.879,25964.883,22881.834,17389.885,12955.959,34055.738,28886.725,15238.486,13612.499,25038.504,20745.732,25150.904,20139.666,27180.004,20235.619,24289.145,16647.469,40842.254,32340.531,23651.76,21821.754,31752.514,23399.918,33116.832,23566.045,36022.914,22961.539,21890.66,19522.9,34233.145,31591.561,19315.152,18056.066,30163.164,28180.818,30147.037,27176.945,33168.695,29187.547,23070.813,18162.254,37400.531,31954.09,21567.211,20028.385,30948.262,25825.4,31552.277,25365.654,34561.352,26146.92,30598.586,20745.732,42960.098,34081.449,28574.588,25911.66,36472.863,27014.936,37903.074,26991.137,41536.719,26883.809,28410.42,25088.254,37437.039,34669.598,23944.613,22618.807,33719.434,31051.621,34725.133,31058.6,38568.855,33712.875,29465.486,22985.449,40062.813,34387.285,26297.074,24300.586,35084.707,29040.992,36228.918,29012.982,39997.121,30375.412,34419.426,24268.705,46066.031,36952.637,32810.277,29488.369,40300.0,30105.443,45597.16,31765.344,47015.684,31614.699,32207.09,29318.674,39959.582,36928.727,28350.127,26578.229,37409.656,34034.398,41522.535,36600.855,43049.574,37575.109,33317.309,26922.375,42921.02,36928.727,30598.586,28055.346,38842.68,32046.65,43496.512,34190.992,44944.758,34638.227,43280.207,32450.32,46631.555,38506.504,40509.293,34653.914,44964.813,35573.738,50546.211,37806.609,52470.477,39104.938,40147.789,35359.691,43049.574,38981.523,35842.934,33030.625,41508.18,37064.867,46305.301,40408.469,48203.805,41758.348,41479.637,34042.238,44834.457,38742.922,38121.605,33854.031,43220.039,36322.965,48400.707,39112.137,50238.344,40444.629
2009,0.2982,0.5207,0.2955,0.3842,0.3924065827090392,0.4097,0.2753,0.4439,0.24,0.3725,0.360888853758515,0.3838,0.2869,0.4799,0.2688,0.3784,0.3754245467774868,0.3966,0.3573,0.5514,0.3607,0.4538,0.4659801453071478,0.4969,0.3556,0.4866,0.31,0.4364,0.4326383584115187,0.4661,0.3565,0.518,0.3363,0.445,0.4483569605846053,0.4813,0.4407,0.581,0.4189,0.5037,0.5200204823659877,0.5573,0.4089,0.517,0.366,0.4792,0.4855554041684833,0.5267,0.4242,0.5487,0.393,0.4914,0.5019366182688461,0.5416,0.4845,0.5979,0.4679,0.5488,0.5996439632572408,0.613,0.4719,0.5398,0.4146,0.5152,0.5601007585556327,0.5762,0.4782,0.5683,0.4412,0.5321,0.5794710580601337,0.5942,0.5474,0.6269,0.5595,0.6049,0.6485951985727074,0.6639,0.5341,0.5862,0.5172,0.5638,0.6126209152646257,0.6297,0.539,0.6067,0.5379,0.5849,0.6309044394159958,0.6466,0.2942,0.515,0.3434,0.3767,0.3729806353440767,0.3541,0.3239,0.5014,0.2851,0.4277,0.405504640221566,0.4201,0.3093,0.5077,0.3154,0.4022,0.3891628967773019,0.3875,0.3444,0.548,0.4112,0.4347,0.4321108482571441,0.4233,0.4021,0.5429,0.3638,0.4928,0.4765567947129284,0.5008,0.3736,0.5453,0.3883,0.4639,0.4540721109677867,0.4625,0.4078,0.5729,0.4657,0.4757,0.4761243768219051,0.4738,0.4491,0.5773,0.4223,0.5335,0.5278739722209728,0.5602,0.4289,0.5751,0.4444,0.5046,0.5018207674852521,0.518,0.4391,0.6026,0.5112,0.5174,0.5380163491167227,0.536,0.5125,0.6012,0.4723,0.5672,0.5988850171647521,0.6111,0.4757,0.6018,0.4917,0.542,0.568695952579056,0.5744,0.5472,0.6419,0.5932,0.5915,0.6209721042274173,0.6371,0.5954,0.6392,0.5796,0.607,0.6506088647770987,0.6657,0.5712,0.6406,0.5863,0.5992,0.635960175382538,0.6515,0.7041,0.7772,0.8095,0.7507,0.7697099542200913,0.7404,0.7224,0.7422,0.6328,0.7555,0.7489499868260007,0.7669,0.7132,0.7586,0.7245,0.7531,0.7592301713549203,0.7538,0.7728,0.8308,0.8672,0.8111,0.8263281168146211,0.8065,0.7905,0.8135,0.7408,0.8196,0.8199887555319504,0.8362,0.7818,0.8221,0.8063,0.8154,0.8230773803617604,0.8215,0.8064,0.8638,0.8887,0.8413,0.8533934679280712,0.8397,0.825,0.858,0.7974,0.8603,0.8630748740922294,0.8808,0.8159,0.8609,0.844,0.8508,0.8580520211910103,0.8607,0.8258,0.8824,0.9036,0.8655,0.8777033697668791,0.8741,0.8574,0.8715,0.8404,0.8862,0.9025847860970372,0.9075,0.8417,0.8769,0.872,0.8757,0.8901456545242391,0.8912,0.8772,0.858,0.8913,0.8751,0.8830726436505856,0.8826,0.8719,0.8373,0.8748,0.8608,0.8817499504239737,0.8809,0.8755,0.8477,0.8826,0.8683,0.8827261905974741,0.8817,0.4668,0.4662,0.5398,0.5147,0.5003210710107695,0.4719,0.5039,0.4678,0.5406,0.5139,0.4940034654394917,0.465,0.4858,0.467,0.5402,0.5144,0.4971946003525043,0.4684,0.6845,0.5695,0.7358,0.6691,0.6771631872755521,0.6567,0.6654,0.5691,0.7369,0.6684,0.6720187171770807,0.65,0.6754,0.5693,0.7363,0.6688,0.6746248363090896,0.6533,0.7206,0.6867,0.7501,0.7109,0.7339538387043111,0.7308,0.7242,0.684,0.7535,0.716,0.7361847221335193,0.7323,0.722,0.6854,0.7517,0.7134,0.734945233570667,0.7315,0.747,0.7359,0.7696,0.7633,0.786377921069614,0.784,0.7646,0.7404,0.7715,0.7655,0.7861692901669802,0.7834,0.7555,0.7382,0.7705,0.7644,0.7861864870985683,0.7837,0.6169,0.6262,0.7088,0.6292,0.6484690943291507,0.6319,0.5972,0.6155,0.677,0.6143,0.6469459630175537,0.6346,0.6042,0.6207,0.6922,0.622,0.6475410071871793,0.6332,17000,47000,315000,267000,1475000,829000,2110000,416000,94500,373000,24800,3018300,18384.658,12143.274,37866.035,29966.602,18145.156,16321.577,25859.98,19061.252,26577.391,18760.018,28083.115,17215.689,16290.595,14692.119,31053.164,28917.578,12930.891,11351.274,24840.396,23136.891,23840.293,21367.803,25825.014,22531.131,17371.887,13457.459,34206.535,29403.521,15656.682,13981.843,25352.953,21104.406,25092.844,20065.281,26943.973,19932.738,23531.174,16405.139,40718.582,32528.738,23824.027,21821.754,31918.607,23694.826,32983.379,23488.457,35716.949,22786.188,23384.748,21096.436,34800.852,32131.498,19418.512,18014.928,30397.523,28251.396,30071.723,26988.463,32993.859,28871.297,23462.268,18810.182,37619.59,32317.006,21698.34,19996.504,31149.324,25997.922,31442.785,25227.223,34330.719,25888.135,30773.424,21550.756,43591.055,34481.391,28880.553,26139.078,36328.879,26922.375,37804.012,26955.109,41279.859,26774.277,28014.209,24837.311,37528.316,34826.438,24280.531,22706.482,34144.441,31404.51,34708.191,30963.318,38413.688,33485.461,29343.871,23232.537,40461.727,34653.914,26629.266,24467.967,35226.633,29164.406,36170.191,28950.033,39790.66,30198.004,34614.574,24045.529,45293.148,36833.078,33151.211,29673.492,40471.238,30151.723,45472.508,31754.803,46876.969,31599.273,33500.887,29773.766,39621.734,36721.492,28505.166,26656.648,37364.02,34034.398,41546.305,36536.977,43109.738,37518.418,34055.738,26922.375,42334.797,36769.316,30817.133,28165.135,38906.574,32062.078,43437.742,34151.711,44914.676,34599.02,40338.055,32466.004,48382.754,40043.531,41489.152,36083.852,46013.066,35948.352,50858.063,38317.965,52702.523,39642.434,39089.125,36259.203,44112.484,39817.914,37546.57,35006.801,41898.219,37186.355,46836.52,40771.258,48695.918,42060.715,39546.656,34348.074,46204.746,39934.898,39443.426,35533.883,43982.125,36562.082,48830.629,39547.188,50622.086,40845.723
