country,year,mobility,inequality_controlled,growth_controlled
Sweden,2000,0.6836978700315901,0.6303783859709653,0.7259022427396231
Sweden,2001,0.7110994036658929,0.6328949968211957,0.7505742136586488
Sweden,2002,0.7151967778548344,0.6291419363508507,0.7608473139635588
Sweden,2003,0.7187922141057962,0.6305084392420487,0.7626502988848998
Sweden,2004,0.7148046027983436,0.6331397051196529,0.7552739541344808
Sweden,2005,0.6821083755587036,0.6265653428100935,0.733793306054911
Sweden,2006,0.6823795077516548,0.6365751042255318,0.7187765386990622
Sweden,2007,0.6954986271015189,0.6549655957052242,0.7028057318468928
Sweden,2008,0.7021698687422289,0.6493731558388398,0.71880586867216
Sweden,2009,0.6536490769642527,0.6203929002957326,0.719995325686551
Sweden,2010,0.6562698967794789,0.6314645756902963,0.7039918767584449
Sweden,2011,0.6699765147492057,0.6395214489754005,0.704142839981287
Sweden,2012,0.6720979222167921,0.637437815400849,0.710022571524755
Sweden,2013,0.6680083480401962,0.6355498586093334,0.7088620809975652
United Kingdom,1989,0.7322235823148728,0.7815605920855175,0.6684030713308631
United Kingdom,1990,0.6805189598517084,0.7653458392018548,0.6333966794119132
United Kingdom,1991,0.6560538780034234,0.7509815398428298,0.6236533569571721
United Kingdom,1992,0.6500250154356235,0.7450165398447866,0.6236287027114912
United Kingdom,1993,0.6403132294155832,0.7400593043079813,0.6192270521015524
United Kingdom,1994,0.6320398063333982,0.7317068633183881,0.6191463802611621
United Kingdom,1995,0.6373948034952155,0.7394844482944049,0.6168820356913687
United Kingdom,1996,0.6238923053379414,0.7411057363337132,0.601589649318102
United Kingdom,1997,0.6285150965563218,0.7425074498611139,0.6046688286171383
United Kingdom,1998,0.6181705638374478,0.7398490305350907,0.5970263681070789
United Kingdom,1999,0.6023268010077412,0.744511987945647,0.5770932912145208
United Kingdom,2000,0.6028767097207453,0.7403754241356781,0.5816494856259147
United Kingdom,2001,0.5980140744436926,0.7372248773420931,0.5800801298864988
United Kingdom,2002,0.5906897041559777,0.7276240968184808,0.5818869370892382
United Kingdom,2003,0.5780853215315619,0.7232486058187082,0.5734754383743427
United Kingdom,2004,0.5950345603501697,0.735368880284886,0.5785097530739814
United Kingdom,2005,0.5965485980205213,0.7478136819177646,0.5678076741248483
United Kingdom,2006,0.5914803893981555,0.7466702962252127,0.5640395039375873
United Kingdom,2007,0.5781183624893391,0.7397817240368234,0.557663028866503
United Kingdom,2008,0.5696098215585409,0.7289214311891521,0.5595809958049138
United Kingdom,2009,0.5495854190802453,0.6940977662290387,0.5724559654211586
United Kingdom,2010,0.6063619987298422,0.7028073733820964,0.621412246794181
United Kingdom,2011,0.6096427141938532,0.7104412469551138,0.6171382956139584
United Kingdom,2012,0.5990097383388086,0.6972643320288054,0.618667384427211
United Kingdom,2013,0.5686858183815849,0.6854963856344952,0.5981975389593456
United Kingdom,2014,0.5859555077824546,0.6831596634222077,0.6175630026497579
United States,1947,0.7698140736732725,0.7011182598791555,0.7771172650455962
United States,1948,0.7486944559715544,0.6885151263674407,0.7682757519431914
United States,1949,0.7585022557323817,0.6946077330958054,0.772078578412374
United States,1950,0.7851865690989623,0.7383946545279986,0.7562575071905087
United States,1951,0.8464318989403695,0.7753567868079341,0.7910475529851488
United States,1952,0.8453370525763954,0.7624514133206841,0.8021391859218345
United States,1953,0.8237514271491231,0.7357342104939049,0.8006945060111152
United States,1954,0.8168483091644607,0.7279853592185239,0.8014054392743855
United States,1955,0.8375308676877995,0.7490606374034757,0.8069640650501664
United States,1956,0.8326065203803629,0.7406493191355241,0.8081295508153901
United States,1957,0.8432761204100324,0.7466880148307768,0.815341460570247
United States,1958,0.8411156658513204,0.7378974856616711,0.8210036291310452
United States,1959,0.8336859204201069,0.7429495966132522,0.8079558181111687
United States,1960,0.8599536681759872,0.7832475573056827,0.800491932494894
United States,1961,0.8836630380340902,0.8195510380168474,0.7968357669954129
United States,1962,0.9331387065531895,0.8723331471559035,0.8224891116537886
United States,1963,0.9414064994571055,0.8862770888190457,0.8198041892686656
United States,1964,0.9332310623614516,0.8728640606453644,0.8203493301502847
United States,1965,0.9273117799491095,0.8634271241982931,0.8166180382662147
United States,1966,0.9206484224543909,0.8506205019461466,0.8245137989443585
United States,1967,0.9099757177830714,0.8405987677574356,0.8122614735502488
United States,1968,0.9252093153029882,0.863763365356365,0.8113591591255436
United States,1969,0.9220409119058832,0.8520597521340483,0.8227073420759541
United States,1970,0.9080975206542719,0.8271627521051267,0.8252084778448674
United States,1971,0.8709996649407441,0.7828099076977251,0.8115715151047121
United States,1972,0.8205271303271263,0.7418613177940501,0.7878774996914374
United States,1973,0.7780223711031603,0.708261032840872,0.7787562141115372
United States,1974,0.7465745939446564,0.6848875071436538,0.774103905755858
United States,1975,0.7585560389858863,0.6861574869107864,0.7831038166616829
United States,1976,0.8254072093989071,0.7419363998113895,0.7934701150779744
United States,1977,0.8375129203215772,0.7617496607593688,0.7832438648456069
United States,1978,0.8337468136406332,0.757724368671022,0.784312186307721
United States,1979,0.8387759911896135,0.7695793749890156,0.7765694378105099
United States,1980,0.8005368594517875,0.7333243099624348,0.7753592480522518
United States,1981,0.7756053853881303,0.7156404747221025,0.7683201853158927
United States,1982,0.7312283435097869,0.6943390560585994,0.7479596996534651
United States,1983,0.7063929676557441,0.6903973560622244,0.7283685682381377
United States,1984,0.7480360739788192,0.7210879433863285,0.7342270640835425
United States,1985,0.722004092784377,0.7045176812879367,0.7270332018886996
United States,1986,0.6802304913717688,0.7026318537455114,0.687568540515189
United States,1987,0.7185677024341711,0.712000929164383,0.7149856709121963
United States,1988,0.7172128918385008,0.7353054995873826,0.6865739360909004
United States,1989,0.7097427021736596,0.718518644372987,0.6987375413877949
United States,1990,0.6999788424674437,0.7119799123097523,0.6964393293404406
United States,1991,0.6979946538565267,0.7005712049107464,0.7075351459188558
United States,1992,0.6455542144454278,0.6893029502619058,0.6691532059369506
United States,1993,0.6386139080893576,0.681579273650199,0.6714892154873493
United States,1994,0.6353975699436138,0.6788226639944166,0.6715705232855598
United States,1995,0.610591888595637,0.6680906358319865,0.6594760757643162
United States,1996,0.5843228412085966,0.6627695297771085,0.6390161311319241
United States,1997,0.5827771753746709,0.6715317610721132,0.6263402908240053
United States,1998,0.5745693322493497,0.6748662751261492,0.6139035793721039
United States,1999,0.5605596987407392,0.6816284090359837,0.5920720980625411
United States,2000,0.5637096702087981,0.7019598451196463,0.5717424378652278
United States,2001,0.5981107645120748,0.6972088050617103,0.6119946053822841
United States,2002,0.5949728705466184,0.6824837729773805,0.626405222651701
United States,2003,0.5724820006464806,0.6721005001290253,0.6159169845287105
United States,2004,0.5724163200511823,0.6950280375742786,0.5886043463541146
United States,2005,0.5715668707571863,0.7168830372564035,0.5624467897002082
United States,2006,0.5557502002665249,0.7129468358009534,0.5512100542436319
United States,2007,0.5322593246206979,0.6993409298554526,0.5429150642023396
United States,2008,0.5369889214290141,0.680354745565847,0.5692909270051251
United States,2009,0.5439161676597992,0.6617081500037741,0.5978836379268694
United States,2010,0.5522830075389654,0.6829718606358276,0.5815311532560268
