Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
Montenegro,MNE,2008,9.64,25.220001,47.82,17.31
Montenegro,MNE,2009,9.34,25.580002,48.120003,16.97
Montenegro,MNE,2010,9.68,25.720001,47.97,16.619999
Montenegro,MNE,2011,10.34,25.68,47.77,16.2
Montenegro,MNE,2012,10.43,25.87,47.940002,15.76
Montenegro,MNE,2013,9.47,26.140001,48.14,16.25
Montenegro,MNE,2014,9.4,25.74,48.5,16.37
Montenegro,MNE,2015,10.559999,25.490002,49.19,14.7699995
Montenegro,MNE,2016,10.360001,24.58,47.420002,17.640001
Montenegro,MNE,2017,8.45,23.74,48.85,18.95
Montenegro,MNE,2022,8.04,24.09,49.16,18.71
Montserrat,MSR,1980,23.75,32.190002,35.87,8.190001
Montserrat,MSR,1981,23.64,32.29,35.9,8.16
Montserrat,MSR,1982,23.53,32.4,35.94,8.13
Montserrat,MSR,1983,23.42,32.510002,35.97,8.1
Montserrat,MSR,1984,23.31,32.61,36.01,8.070001
Montserrat,MSR,1985,23.19,32.73,36.04,8.030001
Montserrat,MSR,1986,23.07,32.85,36.09,8
Montserrat,MSR,1987,22.949999,32.96,36.12,7.96
Montserrat,MSR,1988,22.83,33.079998,36.16,7.9300003
Montserrat,MSR,1989,22.7,33.21,36.199997,7.8900003
Montserrat,MSR,1990,22.58,33.32,36.239998,7.8500004
Montserrat,MSR,1991,22.57,33.23,36.3,7.8900003
Montserrat,MSR,1992,22.550001,33.149998,36.37,7.9300003
Montserrat,MSR,1993,22.54,33.059998,36.44,7.9700003
Montserrat,MSR,1994,22.53,32.97,36.489998,8
Montserrat,MSR,1995,22.52,32.88,36.559998,8.04
Montserrat,MSR,1996,22.51,32.8,36.62,8.070001
Montserrat,MSR,1997,22.5,32.71,36.68,8.110001
Montserrat,MSR,1998,22.490002,32.63,36.73,8.14
Montserrat,MSR,1999,22.480001,32.550003,36.8,8.18
Montserrat,MSR,2000,22.470001,32.47,36.86,8.21
Montserrat,MSR,2001,22.310001,32.460003,36.98,8.26
Montserrat,MSR,2002,22.16,32.440002,37.09,8.299999
Montserrat,MSR,2003,22.02,32.43,37.22,8.349999
Montserrat,MSR,2004,21.89,32.41,37.31,8.389999
Montserrat,MSR,2005,21.76,32.4,37.41,8.429999
Montserrat,MSR,2006,21.64,32.390003,37.5,8.46
Montserrat,MSR,2007,21.529999,32.370003,37.6,8.5
Montserrat,MSR,2008,21.42,32.36,37.69,8.53
Montserrat,MSR,2009,21.31,32.350002,37.77,8.57
Montserrat,MSR,2010,21.21,32.34,37.86,8.6
Montserrat,MSR,2011,21.199999,31.830002,37.8,9.17
Montserrat,MSR,2012,21.199999,31.32,37.75,9.74
Montserrat,MSR,2013,21.199999,30.8,37.69,10.3
Montserrat,MSR,2014,21.199999,30.300001,37.65,10.86
Montserrat,MSR,2015,21.189999,29.800001,37.59,11.41
Montserrat,MSR,2016,21.189999,29.300001,37.55,11.97
Montserrat,MSR,2017,21.189999,28.8,37.49,12.51
Montserrat,MSR,2018,21.18,28.32,37.44,13.06
Montserrat,MSR,2019,21.18,27.829998,37.41,13.6
Montserrat,MSR,2020,21.18,27.34,37.34,14.129999
Montserrat,MSR,2021,21.18,27.34,37.34,14.129999
Montserrat,MSR,2022,21.18,27.34,37.34,14.129999
Morocco,MAR,1984,15.52,34.8,35.760002,13.92
Morocco,MAR,2000,16,33.66,37.36,12.9800005
Morocco,MAR,2006,17.03,34.09,35.82,13.05
Morocco,MAR,2013,15.14,34.29,37.01,13.56
Morocco,MAR,2022,15.14,34.29,37.01,13.56
Mozambique,MOZ,1996,24.08,37.89,29.67,8.37
Mozambique,MOZ,2002,25.55,33.11,30.66,10.69
Mozambique,MOZ,2007,23.83,32.33,32.7,11.14
Mozambique,MOZ,2008,23.48,32.18,33.11,11.2300005
Mozambique,MOZ,2014,31.11,33.52,27.070002,8.299999
Mozambique,MOZ,2022,31.11,33.52,27.070002,8.299999
Myanmar,MMR,2015,26.49,24.63,36.17,12.710001
Myanmar,MMR,2017,16.71,26.289999,41.08,15.92
Myanmar,MMR,2022,26.49,24.63,36.17,12.710001
Namibia,NAM,2003,26.87,44.68,22.92,5.53
Namibia,NAM,2009,26.289999,42.93,24.72,6.0699997
Namibia,NAM,2015,21.57,42.629997,29.249998,6.5499997
Namibia,NAM,2022,21.57,42.629997,29.249998,6.5499997
Nauru,NRU,1980,8.85,26.49,43.45,21.21
Nauru,NRU,1981,9,26.429998,43.399998,21.17
Nauru,NRU,1982,9.139999,26.390001,43.35,21.13
Nauru,NRU,1983,9.29,26.33,43.29,21.08
Nauru,NRU,1984,9.440001,26.28,43.239998,21.04
Nauru,NRU,1985,9.6,26.210001,43.19,21
Nauru,NRU,1986,9.76,26.15,43.14,20.95
Nauru,NRU,1987,9.92,26.1,43.07,20.900002
Nauru,NRU,1988,10.08,26.039999,43.01,20.86
Nauru,NRU,1989,10.25,25.98,42.96,20.810001
Nauru,NRU,1990,10.42,25.92,42.91,20.76
Nauru,NRU,1991,10.7,25.949999,42.6,20.75
Nauru,NRU,1992,10.96,25.99,42.3,20.75
Nauru,NRU,1993,11.22,26.03,42,20.75
Nauru,NRU,1994,11.469999,26.06,41.72,20.74
Nauru,NRU,1995,11.72,26.089998,41.45,20.74
Nauru,NRU,1996,11.95,26.13,41.2,20.730001
Nauru,NRU,1997,12.179999,26.159998,40.93,20.730001
Nauru,NRU,1998,12.4,26.19,40.7,20.730001
Nauru,NRU,1999,12.610001,26.22,40.44,20.720001
Nauru,NRU,2000,12.82,26.249998,40.21,20.720001
Nauru,NRU,2001,13.2,26.750002,39.78,20.27
Nauru,NRU,2002,13.58,27.22,39.37,19.83
Nauru,NRU,2003,13.940001,27.7,38.96,19.400002
Nauru,NRU,2004,14.290001,28.169998,38.56,18.98
Nauru,NRU,2005,14.64,28.619999,38.18,18.57
Nauru,NRU,2006,14.9800005,29.06,37.8,18.17
Nauru,NRU,2007,15.309999,29.49,37.42,17.78
Nauru,NRU,2008,15.639999,29.9,37.079998,17.39
Nauru,NRU,2009,15.950001,30.32,36.7,17.02
Nauru,NRU,2010,16.26,30.73,36.35,16.65
Nauru,NRU,2011,16.240002,30.939999,36.26,16.55
Nauru,NRU,2012,16.220001,31.150002,36.17,16.45
Nauru,NRU,2013,16.2,31.34,36.1,16.36
Nauru,NRU,2014,16.18,31.529999,36.02,16.27
Nauru,NRU,2015,16.17,31.71,35.94,16.19
Nauru,NRU,2016,16.150002,31.880001,35.86,16.11
Nauru,NRU,2017,16.130001,32.05,35.78,16.03
Nauru,NRU,2018,16.12,32.2,35.72,15.96
Nauru,NRU,2019,16.1,32.36,35.65,15.889999
Nauru,NRU,2020,16.09,32.5,35.58,15.82
Nauru,NRU,2021,16.09,32.5,35.58,15.82
Nauru,NRU,2022,16.09,32.5,35.58,15.82
Nepal,NPL,1984,9.690001,24.12,43.85,22.33
Nepal,NPL,1995,17.95,27.98,38.690002,15.379999
Nepal,NPL,2010,14.58,27.77,41.7,15.940001
Nepal,NPL,2022,9.690001,24.12,43.85,22.33
Netherlands,NLD,1980,6.5899997,21.68,46.74,24.98
Netherlands,NLD,1981,6.38,21.64,47.54,24.439999
Netherlands,NLD,1982,6.4,21.78,47.54,24.279999
Netherlands,NLD,1983,6.83,22.210001,47.09,23.87
Netherlands,NLD,1984,6.99,22.42,46.95,23.64
Netherlands,NLD,1985,6.68,22.53,47.170002,23.61
Netherlands,NLD,1986,6.84,22.65,46.96,23.56
Netherlands,NLD,1987,6.79,22.51,46.83,23.87
Netherlands,NLD,1988,6.96,22.42,46.82,23.800001
Netherlands,NLD,1989,7.23,22.41,46.56,23.79
Netherlands,NLD,1990,6.64,22.220001,47.23,23.92
Netherlands,NLD,1991,6.61,22.08,46.89,24.429998
Netherlands,NLD,1992,6.3199997,21.960001,47.46,24.26
Netherlands,NLD,1993,6.3600006,22.11,47.61,23.91
Netherlands,NLD,1994,6.8999996,22.490002,47.22,23.38
Netherlands,NLD,1995,7.66,22.72,46.65,22.98
Netherlands,NLD,1996,7.95,22.69,46.79,22.560001
Netherlands,NLD,1997,8.299999,22.560001,46.44,22.7
Netherlands,NLD,1998,8.06,22.58,45.989998,23.36
Netherlands,NLD,1999,8.17,22.54,46.46,22.83
Netherlands,NLD,2000,8.33,22.28,46.12,23.26
Netherlands,NLD,2001,8.77,22.859999,46.14,22.23
Netherlands,NLD,2002,8.41,22.93,46.28,22.390001
Netherlands,NLD,2003,8.56,23.05,46.71,21.69
Netherlands,NLD,2004,8.92,23.119999,48.09,19.869999
Netherlands,NLD,2005,9.3,22.779999,45.52,22.400002
Netherlands,NLD,2006,9.67,22.34,45.739998,22.24
Netherlands,NLD,2007,10.4800005,23,45.02,21.5
Netherlands,NLD,2008,8.110001,21.93,46.75,23.21
Netherlands,NLD,2009,7.6800003,22.11,46.81,23.39
Netherlands,NLD,2010,8.79,22.460001,46.38,22.380001
Netherlands,NLD,2011,8.8,22.51,46.43,22.27
Netherlands,NLD,2012,8.06,22.83,46.67,22.43
Netherlands,NLD,2013,7.7799997,22.09,47.710003,22.42
Netherlands,NLD,2014,8.17,22.73,47.2,21.9
Netherlands,NLD,2015,8.429999,22.58,46.97,22.02
Netherlands,NLD,2016,8.150001,22.65,47.16,22.03
Netherlands,NLD,2017,8.65,23.01,46.8,21.55
Netherlands,NLD,2022,10,23.14,45.92,20.94
New Caledonia,NCL,1980,8.85,26.49,43.45,21.21
New Caledonia,NCL,1981,9,26.429998,43.399998,21.17
New Caledonia,NCL,1982,9.139999,26.390001,43.35,21.13
New Caledonia,NCL,1983,9.29,26.33,43.29,21.08
New Caledonia,NCL,1984,9.440001,26.28,43.239998,21.04
New Caledonia,NCL,1985,9.6,26.210001,43.19,21
New Caledonia,NCL,1986,9.76,26.15,43.14,20.95
New Caledonia,NCL,1987,9.92,26.1,43.07,20.900002
New Caledonia,NCL,1988,10.08,26.039999,43.01,20.86
New Caledonia,NCL,1989,10.25,25.98,42.96,20.810001
New Caledonia,NCL,1990,10.42,25.92,42.91,20.76
New Caledonia,NCL,1991,10.7,25.949999,42.6,20.75
New Caledonia,NCL,1992,10.96,25.99,42.3,20.75
New Caledonia,NCL,1993,11.22,26.03,42,20.75
New Caledonia,NCL,1994,11.469999,26.06,41.72,20.74
New Caledonia,NCL,1995,11.72,26.089998,41.45,20.74
New Caledonia,NCL,1996,11.95,26.13,41.2,20.730001
New Caledonia,NCL,1997,12.179999,26.159998,40.93,20.730001
New Caledonia,NCL,1998,12.4,26.19,40.7,20.730001
New Caledonia,NCL,1999,12.610001,26.22,40.44,20.720001
New Caledonia,NCL,2000,12.82,26.249998,40.21,20.720001
New Caledonia,NCL,2001,13.2,26.750002,39.78,20.27
New Caledonia,NCL,2002,13.58,27.22,39.37,19.83
New Caledonia,NCL,2003,13.940001,27.7,38.96,19.400002
New Caledonia,NCL,2004,14.290001,28.169998,38.56,18.98
New Caledonia,NCL,2005,14.64,28.619999,38.18,18.57
New Caledonia,NCL,2006,14.9800005,29.06,37.8,18.17
New Caledonia,NCL,2007,15.309999,29.49,37.42,17.78
New Caledonia,NCL,2008,15.639999,29.9,37.079998,17.39
New Caledonia,NCL,2009,15.950001,30.32,36.7,17.02
New Caledonia,NCL,2010,16.26,30.73,36.35,16.65
New Caledonia,NCL,2011,16.240002,30.939999,36.26,16.55
New Caledonia,NCL,2012,16.220001,31.150002,36.17,16.45
New Caledonia,NCL,2013,16.2,31.34,36.1,16.36
New Caledonia,NCL,2014,16.18,31.529999,36.02,16.27
New Caledonia,NCL,2015,16.17,31.71,35.94,16.19
New Caledonia,NCL,2016,16.150002,31.880001,35.86,16.11
New Caledonia,NCL,2017,16.130001,32.05,35.78,16.03
New Caledonia,NCL,2018,16.12,32.2,35.72,15.96
New Caledonia,NCL,2019,16.1,32.36,35.65,15.889999
New Caledonia,NCL,2020,16.09,32.5,35.58,15.82
New Caledonia,NCL,2021,16.09,32.5,35.58,15.82
New Caledonia,NCL,2022,16.09,32.5,35.58,15.82
New Zealand,NZL,1921,17.82,28.18,43,10.99
New Zealand,NZL,1922,16.5,26.140001,45.07,12.29
New Zealand,NZL,1923,17.24,27.25,43.93,11.59
New Zealand,NZL,1924,17.16,27.1,44.08,11.65
New Zealand,NZL,1925,17.43,28.3,43.239998,11.02
New Zealand,NZL,1926,16.98,29.499998,42.94,10.58
New Zealand,NZL,1927,16.67,29.710001,43.059998,10.559999
New Zealand,NZL,1928,18.17,28.77,42.48,10.58
New Zealand,NZL,1929,17.25,30.24,42.329998,10.17
New Zealand,NZL,1930,16.49,32.91,41.43,9.17
New Zealand,NZL,1931,16.689999,32.690002,41.420002,9.19
New Zealand,NZL,1932,16.91,32.45,41.41,9.23
New Zealand,NZL,1933,17.09,32.210003,41.420002,9.28
New Zealand,NZL,1934,16.300001,32.66,41.74,9.3
New Zealand,NZL,1935,16.18,30.5,42.969997,10.35
New Zealand,NZL,1936,16.769999,28.259998,43.75,11.22
New Zealand,NZL,1937,13.0199995,26.49,47.47,13.03
New Zealand,NZL,1938,11.49,24.57,49.5,14.440001
New Zealand,NZL,1939,12.32,26.35,48.07,13.249999
New Zealand,NZL,1940,11.62,25.68,48.91,13.799999
New Zealand,NZL,1941,11.45,25,49.3,14.24
New Zealand,NZL,1942,11.280001,24.33,49.71,14.679999
New Zealand,NZL,1943,11.12,23.64,50.120003,15.12
New Zealand,NZL,1944,10.95,22.97,50.53,15.559999
New Zealand,NZL,1945,10.78,22.29,50.93,16
New Zealand,NZL,1946,11.72,23.73,49.61,14.94
New Zealand,NZL,1947,12.04,25.02,48.809998,14.120001
New Zealand,NZL,1948,12.15,25.420002,48.62,13.809999
New Zealand,NZL,1949,12.58,25.949999,48.06,13.410001
New Zealand,NZL,1950,14.58,26.28,46.25,12.89
New Zealand,NZL,1951,12.2699995,25.86,48.22,13.64
New Zealand,NZL,1952,12.33,26.78,47.760002,13.14
New Zealand,NZL,1953,12.33,26.78,47.760002,13.14
New Zealand,NZL,1954,11.900001,26.62,48.170002,13.320001
New Zealand,NZL,1955,10.91,26.199999,49.17,13.71
New Zealand,NZL,1956,11.14,26.949999,48.66,13.249999
New Zealand,NZL,1957,10.88,26.1,49.309998,13.719999
New Zealand,NZL,1958,9.01,25.630001,50.910004,14.45
New Zealand,NZL,1959,9.47,25.98,50.39,14.15
New Zealand,NZL,1960,9.32,25.650002,50.71,14.32
New Zealand,NZL,1961,9.22,25.66,50.800003,14.32
New Zealand,NZL,1962,9.11,25.64,50.910004,14.33
New Zealand,NZL,1963,9.16,25.619999,50.9,14.32
New Zealand,NZL,1964,9.4,25.82,50.71,14.07
New Zealand,NZL,1965,8.47,25.29,51.61,14.62
New Zealand,NZL,1966,8.26,25.14,51.84,14.749999
New Zealand,NZL,1967,8.299999,25.310001,51.76,14.64
New Zealand,NZL,1968,8.45,25.41,51.57,14.57
New Zealand,NZL,1969,8.46,25.279999,51.64,14.63
New Zealand,NZL,1970,8.4,25.09,51.81,14.71
New Zealand,NZL,1971,8.150001,25.34,51.8,14.7
New Zealand,NZL,1972,9.049999,25.34,51.03,14.58
New Zealand,NZL,1973,9.570001,25.43,50.629997,14.370001
New Zealand,NZL,1974,8.92,24.74,51.68,14.659999
New Zealand,NZL,1975,7.2999997,23.289999,53.609997,15.800001
New Zealand,NZL,1976,8.74,23.95,51.969997,15.35
New Zealand,NZL,1977,7.0200005,22.89,53.890003,16.2
New Zealand,NZL,1978,6.83,22.91,54.079998,16.18
New Zealand,NZL,1979,6.4900002,22.470001,54.54,16.51
New Zealand,NZL,1980,6.19,22.97,54.67,16.17
New Zealand,NZL,1981,6.14,22.92,54.75,16.18
New Zealand,NZL,1982,6.22,23.32,54.49,15.97
New Zealand,NZL,1983,7,24,53.460003,15.539999
New Zealand,NZL,1984,6.92,23.35,53.77,15.97
New Zealand,NZL,1985,6.57,22.52,54.41,16.5
New Zealand,NZL,1986,5.7799997,22.12,55.18,16.92
New Zealand,NZL,1987,6.37,21.32,55.089996,17.22
New Zealand,NZL,1988,6.6,21.63,54.6,17.18
New Zealand,NZL,1989,8.14,22.33,53.2,16.33
New Zealand,NZL,1990,10,23.119999,51.61,15.28
New Zealand,NZL,1991,8.7,23.08,52.7,15.530001
New Zealand,NZL,1992,9.35,23.73,51.920002,15.000001
New Zealand,NZL,1993,9.87,23.970001,51.36,14.8
New Zealand,NZL,1994,10.2300005,23.65,51.2,14.910001
New Zealand,NZL,1995,10.33,23.52,51.14,15.009999
New Zealand,NZL,1996,9.8,22.82,51.94,15.449999
New Zealand,NZL,1997,10.53,23.23,51.17,15.080001
New Zealand,NZL,1998,11.67,23.82,50.160004,14.35
New Zealand,NZL,1999,13.160001,22.77,46.42,17.66
New Zealand,NZL,2000,9.690001,23.3,47.52,19.49
New Zealand,NZL,2001,10.41,23.62,46.97,19.01
New Zealand,NZL,2002,10.52,23.52,46.98,18.98
New Zealand,NZL,2003,11.240001,23.15,46.73,18.880001
New Zealand,NZL,2004,11.73,22.71,46.6,18.95
New Zealand,NZL,2005,10.27,22.550001,47.16,20.029999
New Zealand,NZL,2006,9.139999,21.199999,44.28,25.369999
New Zealand,NZL,2007,9.12,21.01,47.55,22.32
New Zealand,NZL,2008,9.07,20.61,44.33,25.99
New Zealand,NZL,2009,9.96,21.6,48.08,20.36
New Zealand,NZL,2010,9.53,21.68,48.37,20.41
New Zealand,NZL,2011,10.29,22.36,47.52,19.83
New Zealand,NZL,2012,11.35,22.97,46.9,18.78
New Zealand,NZL,2013,10.21,23.05,47.25,19.49
New Zealand,NZL,2014,10.39,23.019999,47.170002,19.41
New Zealand,NZL,2015,11,22.9,46.78,19.320002
New Zealand,NZL,2016,11.18,22.560001,46.45,19.8
New Zealand,NZL,2017,11.79,22.71,45.989998,19.51
New Zealand,NZL,2018,11.93,22.75,45.87,19.460001
New Zealand,NZL,2022,11.599999,23.029999,46.73,18.63
Nicaragua,NIC,2022,18.72,33.69,37.8,9.79
Niger,NER,1992,15.5,31.310001,38.18,15.009999
Niger,NER,1994,16.789999,33.21,37.19,12.82
Niger,NER,2005,23.79,31.470001,33.23,11.5
Niger,NER,2007,16.300001,33.27,36.129997,14.309999
Niger,NER,2011,12.219999,31.009998,39.87,16.9
Niger,NER,2014,11.599999,31.7,40.99,15.719999
Niger,NER,2022,16.57,32.620003,36.44,14.38
Nigeria,NGA,1985,12.02,32.100002,42.19,13.69
Nigeria,NGA,1992,11.26,35.54,41.66,11.54
Nigeria,NGA,2003,13.58,32.66,40.27,13.4800005
Nigeria,NGA,2009,10.47,32.38,42.19,14.96
Nigeria,NGA,2018,11.59,31.130001,41.780003,15.5
Nigeria,NGA,2022,11.59,31.130001,41.780003,15.5
North Africa (WID),,1980,24.429998,33.89,31.11,10.57
North Africa (WID),,1981,22.16,33.8,32.9,11.14
North Africa (WID),,1982,21.8,33.41,33.43,11.35
North Africa (WID),,1983,21.349998,33.53,33.77,11.34
North Africa (WID),,1984,20.93,33.04,34.54,11.509999
North Africa (WID),,1985,21.199999,33.079998,34.39,11.33
North Africa (WID),,1986,20.05,32.89,35.15,11.91
North Africa (WID),,1987,19.06,32.95,35.65,12.33
North Africa (WID),,1988,18.95,32.93,35.61,12.51
North Africa (WID),,1989,18.65,32.84,35.92,12.59
North Africa (WID),,1990,18.189999,33.19,36.05,12.57
North Africa (WID),,1991,18.26,33.09,35.95,12.700001
North Africa (WID),,1992,17.68,32.94,36.489998,12.89
North Africa (WID),,1993,17,33.1,36.78,13.12
North Africa (WID),,1994,16.89,32.54,37.18,13.39
North Africa (WID),,1995,16.4,32.120003,37.91,13.570001
North Africa (WID),,1996,16.68,32.14,37.69,13.4800005
North Africa (WID),,1997,17.12,32.120003,37.43,13.330001
North Africa (WID),,1998,17.19,32.13,37.39,13.28
North Africa (WID),,1999,17.99,32.41,36.719997,12.87
North Africa (WID),,2000,17.85,32.480003,36.88,12.790001
North Africa (WID),,2001,17.460001,32.32,37.2,13.0199995
North Africa (WID),,2002,17.31,32.100002,37.47,13.12
North Africa (WID),,2003,17.23,32.07,37.58,13.12
North Africa (WID),,2004,17.1,31.970001,37.74,13.19
North Africa (WID),,2005,17.11,32,37.77,13.11
North Africa (WID),,2006,17.37,31.760002,37.73,13.14
North Africa (WID),,2007,17.49,31.71,37.72,13.079999
North Africa (WID),,2008,17.32,31.41,38.08,13.2
North Africa (WID),,2009,16.71,31.580002,38.22,13.500001
North Africa (WID),,2010,16.300001,31.560001,38.41,13.74
North Africa (WID),,2011,15.549999,31.16,39.18,14.1
North Africa (WID),,2012,16.689999,31.3,38.84,13.169999
North Africa (WID),,2013,16.75,31.099998,38.780003,13.38
North Africa (WID),,2014,16.85,30.71,38.79,13.66
North Africa (WID),,2015,17.48,30.669998,38.32,13.53
North Africa (WID),,2016,16.9,30.739998,38.7,13.66
North Africa (WID),,2017,17.16,30.84,38.460003,13.55
North Africa (WID),,2018,17,30.93,38.52,13.55
North Africa (WID),,2019,16.71,31.130001,38.54,13.61
North Africa (WID),,2020,16.380001,31.32,38.58,13.719999
North Africa (WID),,2021,16.63,31.21,38.63,13.53
North Africa (WID),,2022,16.65,31.529999,38.58,13.240001
North America (WID),,1820,16.140001,26.07,44.12,13.68
North America (WID),,1850,16.85,27.939999,44.14,11.06
North America (WID),,1880,11.81,26.249998,47.4,14.54
North America (WID),,1900,15.4,24.48,45.86,14.26
North America (WID),,1910,19.859999,22.949999,42.39,14.79
North America (WID),,1920,18.74,24.93,41.56,14.759999
North America (WID),,1930,19.06,26.83,39.98,14.129999
North America (WID),,1940,20.38,28.119999,37.43,14.07
North America (WID),,1950,16.1,22.310001,43.86,17.730001
North America (WID),,1960,12.2699995,22.849998,46.52,18.359999
North America (WID),,1970,10.75,23.13,48.39,17.720001
North America (WID),,1980,10.320001,23.289999,45.98,20.42
North America (WID),,1981,10.559999,23.48,45.94,20.02
North America (WID),,1982,10.88,23.42,46.18,19.51
North America (WID),,1983,11.4,23.69,46.219997,18.69
North America (WID),,1984,12.05,24.17,45.43,18.359999
North America (WID),,1985,12.16,24.1,45.53,18.22
North America (WID),,1986,11.88,24.2,45.92,17.99
North America (WID),,1987,13.12,24.060001,45.100002,17.720001
North America (WID),,1988,15.070001,23.84,43.84,17.24
North America (WID),,1989,14.58,23.93,44.14,17.35
North America (WID),,1990,14.61,23.970001,44.260002,17.16
North America (WID),,1991,13.61,24.65,44.99,16.74
North America (WID),,1992,14.63,24.68,44.600002,16.09
North America (WID),,1993,14.120001,24.91,44.850002,16.12
North America (WID),,1994,13.99,25.07,44.760002,16.18
North America (WID),,1995,14.5,25.34,44.4,15.76
North America (WID),,1996,15.23,25.510002,43.79,15.48
North America (WID),,1997,15.950001,25.54,43.26,15.25
North America (WID),,1998,16.29,25.57,42.86,15.29
North America (WID),,1999,16.699999,25.510002,42.629997,15.150001
North America (WID),,2000,17.28,25.41,42.25,15.06
North America (WID),,2001,16.529999,25.369999,42.789997,15.299999
North America (WID),,2002,16.050001,25.380001,43.16,15.41
North America (WID),,2003,16.28,25.310001,43.3,15.099999
North America (WID),,2004,17.01,25.380001,42.82,14.79
North America (WID),,2005,17.99,25.5,42.11,14.39
North America (WID),,2006,18.46,25.75,41.65,14.139999
North America (WID),,2007,18.31,25.650002,41.66,14.370001
North America (WID),,2008,17.85,25.6,42.16,14.39
North America (WID),,2009,16.619999,25.71,43.26,14.42
North America (WID),,2010,17.78,25.88,42.23,14.110001
North America (WID),,2011,17.97,26.12,42.14,13.78
North America (WID),,2012,19.390001,25.99,41.15,13.47
North America (WID),,2013,18.38,26.33,41.56,13.73
North America (WID),,2014,18.86,26.480001,41.23,13.429999
North America (WID),,2015,18.81,26.480001,41.22,13.490001
North America (WID),,2016,18.58,26.519999,41.64,13.2699995
North America (WID),,2017,18.970001,26.26,41,13.77
North America (WID),,2018,19.15,26.390001,40.8,13.65
North America (WID),,2019,18.960001,26.449999,40.71,13.879999
North America (WID),,2020,18.46,27.7,43.13,10.71
North America (WID),,2021,20.039999,27.47,41.710003,10.79
North America (WID),,2022,20.710001,27.22,41.2,10.88
North America and Oceania (WID),,1980,10.35,23.34,46.239998,20.07
North America and Oceania (WID),,1981,10.57,23.47,46.21,19.76
North America and Oceania (WID),,1982,10.84,23.39,46.47,19.300001
North America and Oceania (WID),,1983,11.4,23.82,46.35,18.43
North America and Oceania (WID),,1984,12.06,24.33,45.6,18
North America and Oceania (WID),,1985,12.17,24.26,45.69,17.880001
North America and Oceania (WID),,1986,11.87,24.369999,46.129997,17.630001
North America and Oceania (WID),,1987,13.14,24.23,45.25,17.380001
North America and Oceania (WID),,1988,15.099999,23.94,44.03,16.93
North America and Oceania (WID),,1989,14.58,24.09,44.32,17
North America and Oceania (WID),,1990,14.599999,24.09,44.440002,16.859999
North America and Oceania (WID),,1991,13.58,24.84,44.74,16.84
North America and Oceania (WID),,1992,14.599999,24.98,44.22,16.2
North America and Oceania (WID),,1993,14.110001,25.189999,44.39,16.310001
North America and Oceania (WID),,1994,13.99,25.350002,44.3,16.36
North America and Oceania (WID),,1995,14.5,25.61,43.96,15.92
North America and Oceania (WID),,1996,15.299999,25.74,43.3,15.66
North America and Oceania (WID),,1997,15.91,25.75,42.91,15.42
North America and Oceania (WID),,1998,16.35,25.83,42.44,15.379999
North America and Oceania (WID),,1999,16.75,25.76,42.18,15.309999
North America and Oceania (WID),,2000,17.26,25.66,41.850002,15.22
North America and Oceania (WID),,2001,16.599998,25.650002,42.27,15.48
North America and Oceania (WID),,2002,16.11,25.6,42.73,15.549999
North America and Oceania (WID),,2003,16.32,25.440002,42.95,15.27
North America and Oceania (WID),,2004,17.09,25.52,42.44,14.96
North America and Oceania (WID),,2005,18.099998,25.64,41.75,14.51
North America and Oceania (WID),,2006,18.55,25.91,41.27,14.27
North America and Oceania (WID),,2007,18.39,25.79,41.32,14.49
North America and Oceania (WID),,2008,17.89,25.79,41.850002,14.47
North America and Oceania (WID),,2009,16.67,25.949999,42.989998,14.4
North America and Oceania (WID),,2010,17.84,26.140001,42,14.01
North America and Oceania (WID),,2011,18.05,26.42,41.77,13.75
North America and Oceania (WID),,2012,19.35,26.24,41.03,13.38
North America and Oceania (WID),,2013,18.33,26.640001,41.41,13.62
North America and Oceania (WID),,2014,18.83,26.789999,40.95,13.44
North America and Oceania (WID),,2015,18.82,26.83,40.95,13.400001
North America and Oceania (WID),,2016,18.49,26.94,41.38,13.19
North America and Oceania (WID),,2017,18.880001,26.589998,40.88,13.65
North America and Oceania (WID),,2018,19.050001,26.800001,40.61,13.54
North America and Oceania (WID),,2019,18.73,26.820002,40.69,13.76
North America and Oceania (WID),,2020,18.35,28,42.76,10.89
North America and Oceania (WID),,2021,19.81,27.8,41.4,10.9800005
North America and Oceania (WID),,2022,20.44,27.56,40.91,11.08
