p0p50;1820;0.1599
p0p50;1821;
p0p50;1822;
p0p50;1823;
p0p50;1824;
p0p50;1825;
p0p50;1826;
p0p50;1827;
p0p50;1828;
p0p50;1829;
p0p50;1830;
p0p50;1831;
p0p50;1832;
p0p50;1833;
p0p50;1834;
p0p50;1835;
p0p50;1836;
p0p50;1837;
p0p50;1838;
p0p50;1839;
p0p50;1840;
p0p50;1841;
p0p50;1842;
p0p50;1843;
p0p50;1844;
p0p50;1845;
p0p50;1846;
p0p50;1847;
p0p50;1848;
p0p50;1849;
p0p50;1850;0.1571
p0p50;1851;
p0p50;1852;
p0p50;1853;
p0p50;1854;
p0p50;1855;
p0p50;1856;
p0p50;1857;
p0p50;1858;
p0p50;1859;
p0p50;1860;
p0p50;1861;
p0p50;1862;
p0p50;1863;
p0p50;1864;
p0p50;1865;
p0p50;1866;
p0p50;1867;
p0p50;1868;
p0p50;1869;
p0p50;1870;
p0p50;1871;
p0p50;1872;
p0p50;1873;
p0p50;1874;
p0p50;1875;
p0p50;1876;
p0p50;1877;
p0p50;1878;
p0p50;1879;
p0p50;1880;0.1585
p0p50;1881;
p0p50;1882;
p0p50;1883;
p0p50;1884;
p0p50;1885;
p0p50;1886;
p0p50;1887;
p0p50;1888;
p0p50;1889;
p0p50;1890;
p0p50;1891;
p0p50;1892;
p0p50;1893;
p0p50;1894;
p0p50;1895;
p0p50;1896;
p0p50;1897;
p0p50;1898;
p0p50;1899;
p0p50;1900;0.1446
p0p50;1901;
p0p50;1902;
p0p50;1903;
p0p50;1904;
p0p50;1905;
p0p50;1906;
p0p50;1907;
p0p50;1908;
p0p50;1909;
p0p50;1910;0.1446
p0p50;1911;0.1449
p0p50;1912;0.1452
p0p50;1913;0.154
p0p50;1914;0.1599
p0p50;1915;0.1653
p0p50;1916;0.1765
p0p50;1917;0.175
p0p50;1918;0.1738
p0p50;1919;0.1461
p0p50;1920;0.1664
p0p50;1921;0.1544
p0p50;1922;0.1623
p0p50;1923;0.1534
p0p50;1924;0.1539
p0p50;1925;0.1569
p0p50;1926;0.1589
p0p50;1927;0.1541
p0p50;1928;0.1523
p0p50;1929;0.1623
p0p50;1930;0.1701
p0p50;1931;0.1735
p0p50;1932;0.174
p0p50;1933;0.1654
p0p50;1934;0.1653
p0p50;1935;0.1633
p0p50;1936;0.1572
p0p50;1937;0.1695
p0p50;1938;0.1652
p0p50;1939;0.1619
p0p50;1940;0.1655
p0p50;1941;0.1618
p0p50;1942;0.1632
p0p50;1943;0.1629
p0p50;1944;0.171
p0p50;1945;0.1773
p0p50;1946;0.1699
p0p50;1947;0.1658
p0p50;1948;0.1668
p0p50;1949;0.1665
p0p50;1950;0.1672
p0p50;1951;0.1799
p0p50;1952;0.1803
p0p50;1953;0.1815
p0p50;1954;0.1825
p0p50;1955;0.1833
p0p50;1956;0.1826
p0p50;1957;0.1851
p0p50;1958;0.1754
p0p50;1959;0.1799
p0p50;1960;0.1803
p0p50;1961;0.1794
p0p50;1962;0.1773
p0p50;1963;0.1763
p0p50;1964;0.1796
p0p50;1965;0.1806
p0p50;1966;0.1835
p0p50;1967;0.1831
p0p50;1968;0.1846
p0p50;1969;0.1867
p0p50;1970;0.1879
p0p50;1971;0.1845
p0p50;1972;0.1874
p0p50;1973;0.1912
p0p50;1974;0.1945
p0p50;1975;0.1958
p0p50;1976;0.198
p0p50;1977;0.198
p0p50;1978;0.1984
p0p50;1979;0.197
p0p50;1980;0.195
p0p50;1981;0.1944
p0p50;1982;0.1912
p0p50;1983;0.1939
p0p50;1984;0.1936
p0p50;1985;0.192
p0p50;1986;0.1883
p0p50;1987;0.1819
p0p50;1988;0.1776
p0p50;1989;0.1859
p0p50;1990;0.1874
p0p50;1991;0.187
p0p50;1992;0.1908
p0p50;1993;0.1872
