country,year,share_top,upper_top_9,upper_middle_40,share_bottom,gap
afghanistan,2008,0.16220001,0.25720001,0.409,0.17170000000000002,-0.009499990000000014
afghanistan,2012,0.13820000000000002,0.2494,0.4225,0.19,-0.051799999999999985
afghanistan,2017,0.15080000999999998,0.2593,0.4121,0.1779,-0.027099990000000018
afghanistan,2022,0.16220001,0.25720001,0.409,0.17170000000000002,-0.009499990000000014
africa (wid),1980,0.2188,0.3669,0.3401,0.074199996,0.144600004
africa (wid),1981,0.21619999,0.36449997000000006,0.3431,0.0762,0.13999999000000002
africa (wid),1982,0.21539999,0.36340000000000006,0.3447,0.076499996,0.13889999400000003
africa (wid),1983,0.2158,0.36449997000000006,0.34340000000000004,0.0763,0.13949999999999999
africa (wid),1984,0.2163,0.36489998,0.34450000000000003,0.07440000000000001,0.14189999999999997
africa (wid),1985,0.2161,0.365,0.3453,0.0736,0.1425
africa (wid),1986,0.21030000000000001,0.36469997,0.3502,0.0748,0.1355
africa (wid),1987,0.2079,0.3628,0.3536,0.0756,0.1323
africa (wid),1988,0.2066,0.3641,0.3543,0.07490000200000001,0.13169999799999998
africa (wid),1989,0.20550001,0.3652,0.35510002,0.074199996,0.13130001400000002
africa (wid),1990,0.2027,0.36590000000000006,0.3575,0.07379999599999999,0.128900004
africa (wid),1991,0.20550001,0.3678,0.35460003,0.072200003,0.133300007
africa (wid),1992,0.2021,0.3697,0.3578,0.0705,0.1316
africa (wid),1993,0.1954,0.36719997,0.36489998,0.0725,0.1229
africa (wid),1994,0.1935,0.3677,0.36710000000000004,0.071800003,0.121699997
africa (wid),1995,0.1918,0.3676,0.36809998,0.0725,0.1193
africa (wid),1996,0.19440000000000002,0.3676,0.36449997000000006,0.0735,0.12090000000000002
africa (wid),1997,0.1988,0.36579998,0.36149998,0.0739,0.12490000000000001
africa (wid),1998,0.20039999000000003,0.36479999999999996,0.3602,0.074600005,0.12579998500000003
africa (wid),1999,0.20670000000000002,0.36399997999999995,0.35450000000000004,0.0748,0.13190000000000002
africa (wid),2000,0.20800001,0.3644,0.35340000000000005,0.074100003,0.13390000700000002
africa (wid),2001,0.20900002,0.36219997,0.35450000000000004,0.0743,0.13470002
africa (wid),2002,0.2091,0.3607,0.3557,0.074600005,0.134499995
africa (wid),2003,0.20920000000000002,0.3619,0.35490000000000005,0.07400000000000001,0.13520000000000001
africa (wid),2004,0.20600000000000002,0.36210000000000003,0.3566,0.0753,0.1307
africa (wid),2005,0.2084,0.36149998,0.3543,0.0757,0.13269999999999998
africa (wid),2006,0.20980000000000001,0.3589,0.355,0.0763,0.1335
africa (wid),2007,0.2122,0.3582,0.35350002,0.0762,0.136
africa (wid),2008,0.20960000999999998,0.35490000000000005,0.358,0.07740000000000001,0.13220000999999998
africa (wid),2009,0.2027,0.35460003,0.36369999999999997,0.078900003,0.123799997
africa (wid),2010,0.19949999,0.3556,0.365,0.0799,0.11959998999999999
africa (wid),2011,0.1974,0.3506,0.36950000000000005,0.0825,0.11489999999999999
africa (wid),2012,0.20329999999999998,0.35340000000000005,0.36229999999999996,0.08110001,0.12219998999999998
africa (wid),2013,0.2009,0.35190002,0.3652,0.08199999999999999,0.1189
africa (wid),2014,0.1999,0.3496,0.3667,0.08380000000000001,0.11609999999999998
africa (wid),2015,0.20070000000000002,0.3482,0.36739998,0.08380000000000001,0.1169
africa (wid),2016,0.19890000000000002,0.34880000000000005,0.36840000000000006,0.08380000000000001,0.11510000000000001
africa (wid),2017,0.19920000000000002,0.34869999999999995,0.3675,0.08470000000000001,0.1145
africa (wid),2018,0.1997,0.3469,0.3676,0.0857,0.11399999999999999
africa (wid),2019,0.1972,0.34750000000000003,0.3691,0.08630000000000002,0.11089999999999997
africa (wid),2020,0.195,0.3458,0.37200000000000005,0.087300005,0.107699995
africa (wid),2021,0.19779999,0.3483,0.3677,0.0862,0.11159999000000001
africa (wid),2022,0.17980000000000002,0.3496,0.38180000000000003,0.08869999999999999,0.09110000000000003
albania,1996,0.08140000000000001,0.24429998000000003,0.48629997,0.188,-0.10659999999999999
albania,2002,0.08630000000000002,0.25009998,0.4839,0.1796,-0.0933
albania,2005,0.0804,0.2366,0.49479999999999996,0.1881,-0.10769999999999999
albania,2008,0.08140000000000001,0.23670000000000002,0.4932,0.1887,-0.10729999999999999
albania,2012,0.08519999500000001,0.2364,0.49039997,0.188,-0.10280000499999999
albania,2015,0.08810000000000001,0.2401,0.4905,0.18119999,-0.09309999
albania,2016,0.0898,0.2494,0.48979999999999996,0.171,-0.08120000000000001
albania,2017,0.0876,0.24779999,0.49100000000000005,0.1736,-0.08600000000000001
albania,2018,0.08380000000000001,0.2451,0.4939,0.17720001,-0.09340000999999998
albania,2022,0.0833,0.23810001,0.49460000000000004,0.184,-0.1007
algeria,1988,0.1937,0.31720001000000003,0.3564,0.13269999500000002,0.061000004999999996
algeria,1989,0.18300000000000002,0.3161,0.3652,0.13570001,0.047299990000000014
algeria,1990,0.1723,0.315,0.3741,0.13860001,0.03369999000000001
algeria,1991,0.16150002000000002,0.31400002,0.383,0.1416,0.019900020000000018
algeria,1992,0.15080000999999998,0.31279999,0.39189999999999997,0.1445,0.006300009999999995
algeria,1993,0.14,0.3118,0.40079998000000006,0.14749999,-0.007499989999999984
algeria,1994,0.1293,0.31060001,0.4097,0.1504,-0.021100000000000008
algeria,1995,0.1185,0.30960000000000004,0.41850002000000003,0.1534,-0.034900000000000014
algeria,1996,0.1173,0.30779999,0.41920001999999995,0.1557,-0.038400000000000004
algeria,1997,0.1161,0.3061,0.41990000000000005,0.15800001,-0.04190001
algeria,1998,0.1149,0.3044,0.42060000000000003,0.1602,-0.04530000000000001
algeria,1999,0.1137,0.30260000000000004,0.42119999999999996,0.1625,-0.04880000000000001
algeria,2000,0.1125,0.30090002,0.4218,0.1648,-0.0523
algeria,2001,0.11130000000000001,0.29910001999999997,0.42239998,0.1671,-0.05579999999999999
algeria,2002,0.11,0.29750002,0.4232,0.16940000000000002,-0.05940000000000002
algeria,2003,0.10880000000000001,0.29570002,0.42369999999999997,0.17170000000000002,-0.06290000000000001
algeria,2004,0.1076,0.294,0.4243,0.174,-0.06639999999999999
algeria,2005,0.10639999,0.2922,0.4251,0.17630001,-0.06990002000000001
algeria,2006,0.1052,0.29039999,0.4257,0.1786,-0.0734
algeria,2007,0.10400001,0.2887,0.42629997000000003,0.1809,-0.07689999
algeria,2008,0.1028,0.28690000000000004,0.42699997000000006,0.1832,-0.0804
algeria,2009,0.1015,0.2852,0.4277,0.1855,-0.08399999999999999
algeria,2010,0.1003,0.28349998,0.42840000000000006,0.18789999999999998,-0.08759999999999998
algeria,2011,0.09910000000000001,0.28169998,0.42899997999999995,0.1902,-0.0911
algeria,2022,0.09910000000000001,0.28169998,0.42899997999999995,0.1902,-0.0911
andorra,1980,0.0806,0.21710000000000002,0.47870003,0.2236,-0.143
andorra,1981,0.0795,0.21730000000000002,0.48050002999999997,0.2227,-0.1432
andorra,1982,0.079000006,0.2177,0.4807,0.22260000000000002,-0.143599994
andorra,1983,0.08,0.21730000000000002,0.47840000000000005,0.2243,-0.14429999999999998
andorra,1984,0.08220000000000001,0.219,0.4758,0.22300001000000003,-0.14080001000000003
andorra,1985,0.0824,0.22010000000000002,0.4777,0.2198,-0.1374
andorra,1986,0.08199999999999999,0.2187,0.47740000000000005,0.22190000000000001,-0.13990000000000002
andorra,1987,0.0816,0.2189,0.4764,0.22310001000000002,-0.14150001
andorra,1988,0.0833,0.21780000000000002,0.47170002,0.2273,-0.14400000000000002
andorra,1989,0.08299999,0.218,0.4712,0.22789999000000002,-0.14490000000000003
andorra,1990,0.0825,0.2227,0.46659999999999996,0.22829999999999998,-0.14579999999999999
andorra,1991,0.08519999500000001,0.22890000000000002,0.4682,0.21780000000000002,-0.13260000500000002
andorra,1992,0.0834,0.2305,0.4696,0.2165,-0.1331
andorra,1993,0.08539999999999999,0.2336,0.47170002,0.2093,-0.12390000000000002
andorra,1994,0.0897,0.2386,0.4682,0.2036,-0.1139
andorra,1995,0.0928,0.23710001,0.4654,0.2047,-0.1119
andorra,1996,0.09610001000000001,0.2361,0.46399998,0.20379999999999998,-0.10769998999999997
andorra,1997,0.1026,0.23870000000000002,0.45840000000000003,0.20029999,-0.09769999000000001
andorra,1998,0.1042,0.2395,0.4559,0.20029999,-0.09609999000000001
andorra,1999,0.10629999,0.239,0.45489998,0.1997,-0.09340000999999999
andorra,2000,0.1097,0.2395,0.4545,0.1963,-0.0866
andorra,2001,0.10639999,0.2403,0.45699997000000003,0.1963,-0.08990001
andorra,2002,0.1014,0.23960000999999997,0.4595,0.19939999,-0.09799999
andorra,2003,0.10250000000000001,0.2365,0.46309998,0.19789999000000003,-0.09539999000000002
andorra,2004,0.10880000000000001,0.23440000000000003,0.46799999999999997,0.1889,-0.0801
andorra,2005,0.1107,0.2349,0.46239998,0.19210001,-0.08140000999999998
andorra,2006,0.11480000000000001,0.2346,0.46049999999999996,0.19010000000000002,-0.0753
andorra,2007,0.11509999000000001,0.2364,0.45670000000000005,0.1918,-0.07670000999999999
andorra,2008,0.10099999999999999,0.23070000000000002,0.4682,0.20010000000000003,-0.09910000000000004
andorra,2009,0.0928,0.231,0.47200000000000003,0.2043,-0.11150000000000002
andorra,2010,0.1027,0.2382,0.467,0.19210001,-0.08940000999999999
andorra,2011,0.1028,0.2379,0.4681,0.1912,-0.0884
andorra,2012,0.10070000000000001,0.23850000000000002,0.47000000000000003,0.1908,-0.09009999999999999
andorra,2013,0.1014,0.23710001,0.47260002,0.189,-0.0876
andorra,2014,0.10550000000000001,0.23829999999999998,0.4694,0.1868,-0.08129999999999998
andorra,2015,0.10470000000000002,0.23829999999999998,0.47000000000000003,0.187,-0.08229999999999998
andorra,2016,0.10320001,0.2386,0.46950000000000003,0.1887,-0.08549999000000001
andorra,2017,0.10480000499999999,0.24,0.4662,0.189,-0.08419999500000001
andorra,2018,0.1057,0.2391,0.4644,0.1908,-0.0851
andorra,2019,0.09929999,0.23850000000000002,0.46799999999999997,0.1942,-0.09490001
andorra,2020,0.09910000000000001,0.23570000000000002,0.47200000000000003,0.19320002,-0.09410001999999999
andorra,2021,0.1129,0.2324,0.46390000000000003,0.1908,-0.0779
andorra,2022,0.11509999000000001,0.23329999999999998,0.46020000000000005,0.19140001,-0.07630002
angola,1995,0.2198,0.3605,0.3281,0.09150000000000001,0.12829999999999997
angola,2000,0.2198,0.3605,0.3281,0.09150000000000001,0.12829999999999997
angola,2008,0.15299999,0.34020000000000006,0.38440002,0.1223,0.030699989999999996
angola,2018,0.25980000000000003,0.32030003,0.3295,0.0904,0.16940000000000005
angola,2022,0.25980000000000003,0.32030003,0.3295,0.0904,0.16940000000000005
anguilla,1980,0.23750000000000002,0.32190002,0.35869999999999996,0.08190001000000001,0.15559999000000002
anguilla,1981,0.2364,0.3229,0.359,0.0816,0.1548
anguilla,1982,0.2353,0.324,0.3594,0.08130000000000001,0.154
anguilla,1983,0.23420000000000002,0.32510002,0.3597,0.081,0.1532
anguilla,1984,0.2331,0.3261,0.3601,0.08070001,0.15239998999999999
anguilla,1985,0.23190000000000002,0.3273,0.3604,0.08030001,0.15159999000000002
anguilla,1986,0.23070000000000002,0.3285,0.36090000000000005,0.08,0.1507
anguilla,1987,0.22949999,0.3296,0.36119999999999997,0.0796,0.14989998999999998
anguilla,1988,0.22829999999999998,0.33079998000000005,0.3616,0.079300003,0.148999997
anguilla,1989,0.227,0.3321,0.36199997000000006,0.078900003,0.148099997
anguilla,1990,0.2258,0.3332,0.36239998,0.078500004,0.147299996
anguilla,1991,0.2257,0.3323,0.363,0.078900003,0.14679999700000002
anguilla,1992,0.22550001000000003,0.33149997999999997,0.36369999999999997,0.079300003,0.14620000700000002
anguilla,1993,0.2254,0.33059998,0.3644,0.079700003,0.14569999699999997
anguilla,1994,0.22530000000000003,0.3297,0.36489998,0.08,0.14530000000000004
anguilla,1995,0.2252,0.32880000000000004,0.36559998,0.0804,0.1448
anguilla,1996,0.22510000000000002,0.32799999999999996,0.36619999999999997,0.08070001,0.14439999000000003
anguilla,1997,0.225,0.3271,0.3668,0.08110001,0.14389999
anguilla,1998,0.22490002,0.32630000000000003,0.36729999999999996,0.08140000000000001,0.14350002
anguilla,1999,0.22480001000000002,0.32550003,0.368,0.0818,0.14300001
anguilla,2000,0.22470001,0.3247,0.3686,0.0821,0.14260001
anguilla,2001,0.22310001000000002,0.32460003,0.36979999999999996,0.08259999999999999,0.14050001
anguilla,2002,0.22160000000000002,0.32440002,0.37090000000000006,0.08299999,0.13860001000000002
anguilla,2003,0.2202,0.3243,0.3722,0.08349999000000001,0.13670000999999998
anguilla,2004,0.2189,0.3241,0.37310000000000004,0.08389999,0.13500001
anguilla,2005,0.21760000000000002,0.324,0.3741,0.08429999,0.13330001000000002
anguilla,2006,0.2164,0.32390003,0.375,0.08460000000000001,0.1318
anguilla,2007,0.21529999,0.32370002999999997,0.376,0.085,0.13029998999999998
anguilla,2008,0.21420000000000003,0.3236,0.3769,0.0853,0.12890000000000001
anguilla,2009,0.21309999999999998,0.32350002000000005,0.37770000000000004,0.0857,0.12739999999999999
anguilla,2010,0.2121,0.3234,0.3786,0.086,0.12610000000000002
anguilla,2011,0.21199999,0.31830002,0.378,0.0917,0.12029999
anguilla,2012,0.21199999,0.31320000000000003,0.3775,0.0974,0.11459999
anguilla,2013,0.21199999,0.308,0.3769,0.10300000000000001,0.10899998999999999
anguilla,2014,0.21199999,0.30300001000000004,0.3765,0.1086,0.10339999
anguilla,2015,0.21189999,0.29800001000000004,0.37590000000000007,0.11410000000000001,0.09779999
anguilla,2016,0.21189999,0.29300001000000003,0.3755,0.11970000000000001,0.09219999
anguilla,2017,0.21189999,0.28800000000000003,0.3749,0.1251,0.08679999000000002
anguilla,2018,0.2118,0.2832,0.3744,0.1306,0.0812
anguilla,2019,0.2118,0.27829998,0.3741,0.136,0.07579999999999998
anguilla,2020,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
anguilla,2021,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
anguilla,2022,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
antigua and barbuda,1980,0.23750000000000002,0.32190002,0.35869999999999996,0.08190001000000001,0.15559999000000002
antigua and barbuda,1981,0.2364,0.3229,0.359,0.0816,0.1548
antigua and barbuda,1982,0.2353,0.324,0.3594,0.08130000000000001,0.154
antigua and barbuda,1983,0.23420000000000002,0.32510002,0.3597,0.081,0.1532
antigua and barbuda,1984,0.2331,0.3261,0.3601,0.08070001,0.15239998999999999
antigua and barbuda,1985,0.23190000000000002,0.3273,0.3604,0.08030001,0.15159999000000002
antigua and barbuda,1986,0.23070000000000002,0.3285,0.36090000000000005,0.08,0.1507
antigua and barbuda,1987,0.22949999,0.3296,0.36119999999999997,0.0796,0.14989998999999998
antigua and barbuda,1988,0.22829999999999998,0.33079998000000005,0.3616,0.079300003,0.148999997
antigua and barbuda,1989,0.227,0.3321,0.36199997000000006,0.078900003,0.148099997
antigua and barbuda,1990,0.2258,0.3332,0.36239998,0.078500004,0.147299996
antigua and barbuda,1991,0.2257,0.3323,0.363,0.078900003,0.14679999700000002
antigua and barbuda,1992,0.22550001000000003,0.33149997999999997,0.36369999999999997,0.079300003,0.14620000700000002
antigua and barbuda,1993,0.2254,0.33059998,0.3644,0.079700003,0.14569999699999997
antigua and barbuda,1994,0.22530000000000003,0.3297,0.36489998,0.08,0.14530000000000004
antigua and barbuda,1995,0.2252,0.32880000000000004,0.36559998,0.0804,0.1448
antigua and barbuda,1996,0.22510000000000002,0.32799999999999996,0.36619999999999997,0.08070001,0.14439999000000003
antigua and barbuda,1997,0.225,0.3271,0.3668,0.08110001,0.14389999
antigua and barbuda,1998,0.22490002,0.32630000000000003,0.36729999999999996,0.08140000000000001,0.14350002
antigua and barbuda,1999,0.22480001000000002,0.32550003,0.368,0.0818,0.14300001
antigua and barbuda,2000,0.22470001,0.3247,0.3686,0.0821,0.14260001
antigua and barbuda,2001,0.22310001000000002,0.32460003,0.36979999999999996,0.08259999999999999,0.14050001
antigua and barbuda,2002,0.22160000000000002,0.32440002,0.37090000000000006,0.08299999,0.13860001000000002
antigua and barbuda,2003,0.2202,0.3243,0.3722,0.08349999000000001,0.13670000999999998
antigua and barbuda,2004,0.2189,0.3241,0.37310000000000004,0.08389999,0.13500001
antigua and barbuda,2005,0.21760000000000002,0.324,0.3741,0.08429999,0.13330001000000002
antigua and barbuda,2006,0.2164,0.32390003,0.375,0.08460000000000001,0.1318
antigua and barbuda,2007,0.21529999,0.32370002999999997,0.376,0.085,0.13029998999999998
antigua and barbuda,2008,0.21420000000000003,0.3236,0.3769,0.0853,0.12890000000000001
antigua and barbuda,2009,0.21309999999999998,0.32350002000000005,0.37770000000000004,0.0857,0.12739999999999999
antigua and barbuda,2010,0.2121,0.3234,0.3786,0.086,0.12610000000000002
antigua and barbuda,2011,0.21199999,0.31830002,0.378,0.0917,0.12029999
antigua and barbuda,2012,0.21199999,0.31320000000000003,0.3775,0.0974,0.11459999
antigua and barbuda,2013,0.21199999,0.308,0.3769,0.10300000000000001,0.10899998999999999
antigua and barbuda,2014,0.21199999,0.30300001000000004,0.3765,0.1086,0.10339999
antigua and barbuda,2015,0.21189999,0.29800001000000004,0.37590000000000007,0.11410000000000001,0.09779999
antigua and barbuda,2016,0.21189999,0.29300001000000003,0.3755,0.11970000000000001,0.09219999
antigua and barbuda,2017,0.21189999,0.28800000000000003,0.3749,0.1251,0.08679999000000002
antigua and barbuda,2018,0.2118,0.2832,0.3744,0.1306,0.0812
antigua and barbuda,2019,0.2118,0.27829998,0.3741,0.136,0.07579999999999998
antigua and barbuda,2020,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
antigua and barbuda,2021,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
antigua and barbuda,2022,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
argentina,2001,0.1434,0.3664,0.41270000000000007,0.07740000000000001,0.06599999999999999
argentina,2002,0.15410000000000001,0.3657,0.4029,0.077299995,0.07680000500000002
argentina,2003,0.1574,0.3272,0.40770000000000006,0.107699995,0.049700005000000005
argentina,2004,0.1368,0.3296,0.41800002999999997,0.11559999,0.021200010000000005
argentina,2005,0.11699999999999999,0.33299999999999996,0.4314,0.1185,-0.0015000000000000013
argentina,2006,0.105,0.33309998,0.4372,0.12480000000000001,-0.019800000000000012
argentina,2007,0.1445,0.31310001,0.41670001999999995,0.1257,0.018799999999999983
argentina,2008,0.1454,0.31380001,0.41340000000000005,0.1275,0.0179
argentina,2009,0.1192,0.30779999,0.4439,0.1291,-0.009899999999999992
argentina,2010,0.1192,0.32060000000000005,0.4268,0.13339999,-0.014199989999999996
argentina,2011,0.11570000000000001,0.30869999,0.4343,0.14129999000000001,-0.025599990000000003
argentina,2012,0.08470000000000001,0.30899998,0.4598,0.1464,-0.06169999999999999
argentina,2013,0.09929999,0.30460000000000004,0.4504,0.1458,-0.04650001000000001
argentina,2014,0.10130000000000002,0.3039,0.4568,0.13809999,-0.03679998999999999
argentina,2015,0.11990001,0.3098,0.4292,0.14120001000000001,-0.021300000000000013
argentina,2016,0.14,0.31630001,0.3993,0.1445,-0.004499999999999976
argentina,2017,0.11750000000000001,0.31369999,0.41870003,0.15009999000000002,-0.03259999000000001
argentina,2018,0.1217,0.3139,0.4183,0.1461,-0.024400000000000005
argentina,2022,0.13420001,0.3049,0.41370003,0.1472,-0.012999989999999989
armenia,1996,0.18970001,0.278,0.39739998,0.134800005,0.054900005
armenia,1999,0.1739,0.26780000000000004,0.40149998,0.1568,0.017100000000000004
armenia,2002,0.16010000000000002,0.269,0.4025,0.1684,-0.008299999999999974
armenia,2003,0.1702,0.25529999000000003,0.3992,0.1753,-0.005100000000000021
armenia,2004,0.188,0.2687,0.38180000000000003,0.16140001,0.02659998999999999
armenia,2005,0.1833,0.26670000000000005,0.38510002,0.1648,0.01849999999999999
armenia,2006,0.13150001,0.24619999,0.4291,0.19320002,-0.06170001
armenia,2007,0.1283,0.25580002,0.4304,0.1856,-0.05729999999999999
armenia,2008,0.1259,0.24369999,0.43710000000000004,0.1933,-0.06739999999999999
armenia,2009,0.1219,0.24180000000000001,0.439,0.1974,-0.0755
armenia,2010,0.14759999000000001,0.24359999,0.42100000000000004,0.18780000000000002,-0.04020001000000001
armenia,2011,0.13259999,0.2403,0.4322,0.1948,-0.06220001
armenia,2012,0.1358,0.24120000000000003,0.4267,0.1963,-0.0605
armenia,2013,0.13869999,0.24120000000000003,0.42960000000000004,0.1906,-0.051900009999999996
armenia,2014,0.1424,0.24920000000000003,0.4226,0.1857,-0.043300000000000005
armenia,2015,0.1504,0.2552,0.41409999999999997,0.18029999,-0.029899989999999987
armenia,2016,0.16529999,0.233,0.428,0.1736,-0.008300009999999997
armenia,2017,0.1872,0.24779999,0.39670000000000005,0.16829999999999998,0.018900000000000028
armenia,2018,0.17460001,0.26280000000000003,0.39520000000000005,0.1674,0.007200010000000007
armenia,2022,0.18970001,0.278,0.39739998,0.134800005,0.054900005
aruba,1980,0.23750000000000002,0.32190002,0.35869999999999996,0.08190001000000001,0.15559999000000002
aruba,1981,0.2364,0.3229,0.359,0.0816,0.1548
aruba,1982,0.2353,0.324,0.3594,0.08130000000000001,0.154
aruba,1983,0.23420000000000002,0.32510002,0.3597,0.081,0.1532
aruba,1984,0.2331,0.3261,0.3601,0.08070001,0.15239998999999999
aruba,1985,0.23190000000000002,0.3273,0.3604,0.08030001,0.15159999000000002
aruba,1986,0.23070000000000002,0.3285,0.36090000000000005,0.08,0.1507
aruba,1987,0.22949999,0.3296,0.36119999999999997,0.0796,0.14989998999999998
aruba,1988,0.22829999999999998,0.33079998000000005,0.3616,0.079300003,0.148999997
aruba,1989,0.227,0.3321,0.36199997000000006,0.078900003,0.148099997
aruba,1990,0.2258,0.3332,0.36239998,0.078500004,0.147299996
aruba,1991,0.2257,0.3323,0.363,0.078900003,0.14679999700000002
aruba,1992,0.22550001000000003,0.33149997999999997,0.36369999999999997,0.079300003,0.14620000700000002
aruba,1993,0.2254,0.33059998,0.3644,0.079700003,0.14569999699999997
aruba,1994,0.22530000000000003,0.3297,0.36489998,0.08,0.14530000000000004
aruba,1995,0.2252,0.32880000000000004,0.36559998,0.0804,0.1448
aruba,1996,0.22510000000000002,0.32799999999999996,0.36619999999999997,0.08070001,0.14439999000000003
aruba,1997,0.225,0.3271,0.3668,0.08110001,0.14389999
aruba,1998,0.22490002,0.32630000000000003,0.36729999999999996,0.08140000000000001,0.14350002
aruba,1999,0.22480001000000002,0.32550003,0.368,0.0818,0.14300001
aruba,2000,0.22470001,0.3247,0.3686,0.0821,0.14260001
aruba,2001,0.22310001000000002,0.32460003,0.36979999999999996,0.08259999999999999,0.14050001
aruba,2002,0.22160000000000002,0.32440002,0.37090000000000006,0.08299999,0.13860001000000002
aruba,2003,0.2202,0.3243,0.3722,0.08349999000000001,0.13670000999999998
aruba,2004,0.2189,0.3241,0.37310000000000004,0.08389999,0.13500001
aruba,2005,0.21760000000000002,0.324,0.3741,0.08429999,0.13330001000000002
aruba,2006,0.2164,0.32390003,0.375,0.08460000000000001,0.1318
aruba,2007,0.21529999,0.32370002999999997,0.376,0.085,0.13029998999999998
aruba,2008,0.21420000000000003,0.3236,0.3769,0.0853,0.12890000000000001
aruba,2009,0.21309999999999998,0.32350002000000005,0.37770000000000004,0.0857,0.12739999999999999
aruba,2010,0.2121,0.3234,0.3786,0.086,0.12610000000000002
aruba,2011,0.21199999,0.31830002,0.378,0.0917,0.12029999
aruba,2012,0.21199999,0.31320000000000003,0.3775,0.0974,0.11459999
aruba,2013,0.21199999,0.308,0.3769,0.10300000000000001,0.10899998999999999
aruba,2014,0.21199999,0.30300001000000004,0.3765,0.1086,0.10339999
aruba,2015,0.21189999,0.29800001000000004,0.37590000000000007,0.11410000000000001,0.09779999
aruba,2016,0.21189999,0.29300001000000003,0.3755,0.11970000000000001,0.09219999
aruba,2017,0.21189999,0.28800000000000003,0.3749,0.1251,0.08679999000000002
aruba,2018,0.2118,0.2832,0.3744,0.1306,0.0812
aruba,2019,0.2118,0.27829998,0.3741,0.136,0.07579999999999998
aruba,2020,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
aruba,2021,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
aruba,2022,0.2118,0.27340000000000003,0.37340000000000007,0.14129999000000001,0.07050000999999997
asia (wid),1980,0.2298,0.3556,0.32620003,0.0884,0.1414
asia (wid),1981,0.2268,0.35370003,0.3286,0.09089999000000001,0.13590001
asia (wid),1982,0.2143,0.355,0.3369,0.0936,0.12069999999999999
asia (wid),1983,0.20829999999999999,0.3575,0.34079998000000006,0.0934,0.11489999999999999
asia (wid),1984,0.2025,0.3556,0.3443,0.0976,0.10490000000000001
asia (wid),1985,0.20079999999999998,0.3568,0.3446,0.0978,0.10299999999999998
asia (wid),1986,0.2052,0.3543,0.34490000000000004,0.0956,0.10959999999999999
asia (wid),1987,0.2053,0.34880000000000005,0.349,0.0968,0.10850000000000001
asia (wid),1988,0.2084,0.34950000000000003,0.3473,0.0949,0.1135
asia (wid),1989,0.21279999,0.34760002,0.3454,0.0943,0.11849999
asia (wid),1990,0.2207,0.34149999999999997,0.3431,0.0949,0.12580000000000002
asia (wid),1991,0.22100000000000003,0.3425,0.3431,0.09330000000000001,0.12770000000000004
asia (wid),1992,0.2182,0.34299999999999997,0.3436,0.09519999999999999,0.12300000000000001
asia (wid),1993,0.219,0.3387,0.3457,0.09660001,0.12239999
asia (wid),1994,0.2188,0.3395,0.3429,0.09880000000000001,0.11999999999999998
asia (wid),1995,0.22260000000000002,0.3319,0.3432,0.1024,0.12020000000000002
asia (wid),1996,0.22480001000000002,0.3346,0.33809998,0.1024,0.12240001000000002
asia (wid),1997,0.22039999999999998,0.33289997,0.3411,0.10550000000000001,0.11489999999999997
asia (wid),1998,0.22010000000000002,0.3281,0.3428,0.109,0.11110000000000002
asia (wid),1999,0.2206,0.3265,0.3442,0.10869999999999999,0.1119
asia (wid),2000,0.2233,0.32420002,0.34590000000000004,0.1066,0.1167
asia (wid),2001,0.2259,0.32130000000000003,0.34750000000000003,0.1052,0.12069999999999999
asia (wid),2002,0.222,0.324,0.3508,0.10320001,0.11879999000000001
asia (wid),2003,0.22510000000000002,0.3234,0.3508,0.1008,0.12430000000000002
asia (wid),2004,0.2242,0.32480003,0.3507,0.10019999500000001,0.124000005
asia (wid),2005,0.2245,0.32310000000000005,0.354,0.0984,0.1261
asia (wid),2006,0.22350000000000003,0.32190002,0.35600002000000003,0.09849999000000001,0.12500001000000002
asia (wid),2007,0.2208,0.32060000000000005,0.36100000000000004,0.0977,0.1231
asia (wid),2008,0.2169,0.32370002999999997,0.36119999999999997,0.0983,0.11860000000000001
asia (wid),2009,0.21,0.3186,0.37079998000000003,0.10059999,0.10940000999999999
asia (wid),2010,0.20690000000000003,0.31830002,0.37570000000000003,0.09910000000000001,0.10780000000000002
asia (wid),2011,0.2057,0.32130000000000003,0.37420000000000003,0.09889999,0.10680001
asia (wid),2012,0.20010000000000003,0.3185,0.38180000000000003,0.09960000000000001,0.10050000000000002
asia (wid),2013,0.1975,0.32010002,0.38310000000000005,0.09929999,0.09820001
asia (wid),2014,0.1957,0.3168,0.38800003,0.09949999999999999,0.09620000000000002
asia (wid),2015,0.19400002000000002,0.3189,0.38680000000000003,0.1003,0.09370002000000002
asia (wid),2016,0.1929,0.31810001,0.3896,0.0994,0.09349999999999999
asia (wid),2017,0.1956,0.3175,0.38780003,0.099,0.09659999999999999
